total_nacional_region,comuna_4_5,especie_6,total_numero_de_upa78,total_superficie_cultivo_ha
Región de La Araucanía,Toltén,Otras Coníferas,1,0.246241578592
Región de La Araucanía,Toltén,Otras Especies Nativas,13,39.327923085934
Región de La Araucanía,Toltén,Especie Nativa y Especie Exótica,4,5.5
Región de La Araucanía,Vilcún,Total,366,9401.068449129669
Región de La Araucanía,Vilcún,Sin clasificar,5,4.3
Región de La Araucanía,Vilcún,Acacia,1,0.1
Región de La Araucanía,Vilcún,Álamo,6,21.8955962398
Región de La Araucanía,Vilcún,Aromo,6,2.079948870622
Región de La Araucanía,Vilcún,Atriplex sp,0,0
Región de La Araucanía,Vilcún,Eucalipto Blanco (Eucalyptus Globulus),98,863.396746658408
Región de La Araucanía,Vilcún,Eucalyptus Nitens,67,1917.184952134497
Región de La Araucanía,Vilcún,Pino Ponderosa (Pinus Ponderosa),6,4.64772487508
Región de La Araucanía,Vilcún,Pino Radiata o Insigne (Pinus Radiata),155,5398.002482522689
Región de La Araucanía,Vilcún,Pino Oregón (Pseudotsuga Menziesii),21,384.637759893603
Región de La Araucanía,Vilcún,Coigüe,8,537.679310345
Región de La Araucanía,Vilcún,Quillay,0,0
Región de La Araucanía,Vilcún,Raulí,1,1
Región de La Araucanía,Vilcún,Tamarugo,0,0
Región de La Araucanía,Vilcún,Otras Especies Exóticas,20,70.22289175166699
Región de La Araucanía,Vilcún,Otras Coníferas,1,0.03
Región de La Araucanía,Vilcún,Otras Especies Nativas,23,163.416750124022
Región de La Araucanía,Vilcún,Especie Nativa y Especie Exótica,49,32.47428571428
Región de La Araucanía,Villarrica,Total,218,4122.947244965217
Región de La Araucanía,Villarrica,Sin clasificar,2,532.81
Región de La Araucanía,Villarrica,Acacia,0,0
Región de La Araucanía,Villarrica,Álamo,1,17.9
Región de La Araucanía,Villarrica,Aromo,1,0.03
Región de La Araucanía,Villarrica,Atriplex sp,0,0
Región de La Araucanía,Villarrica,Eucalipto Blanco (Eucalyptus Globulus),35,114.607376238
Región de La Araucanía,Villarrica,Eucalyptus Nitens,16,593.8403582335
Región de La Araucanía,Villarrica,Pino Ponderosa (Pinus Ponderosa),0,0
Región de La Araucanía,Villarrica,Pino Radiata o Insigne (Pinus Radiata),62,618.9319147187169
Región de La Araucanía,Villarrica,Pino Oregón (Pseudotsuga Menziesii),90,1434.119595775
Región de La Araucanía,Villarrica,Coigüe,13,32.348
Región de La Araucanía,Villarrica,Quillay,0,0
Región de La Araucanía,Villarrica,Raulí,10,19.75
Región de La Araucanía,Villarrica,Tamarugo,0,0
Región de La Araucanía,Villarrica,Otras Especies Exóticas,18,380.23
Región de La Araucanía,Villarrica,Otras Coníferas,1,2
Región de La Araucanía,Villarrica,Otras Especies Nativas,14,375.58
Región de La Araucanía,Villarrica,Especie Nativa y Especie Exótica,2,0.8
Región de La Araucanía,Cholchol,Total,426,8553.021634765451
Región de La Araucanía,Cholchol,Sin clasificar,7,23.5
Región de La Araucanía,Cholchol,Acacia,0,0
Región de La Araucanía,Cholchol,Álamo,1,0.878374623
Región de La Araucanía,Cholchol,Aromo,5,3.03078923647
Región de La Araucanía,Cholchol,Atriplex sp,0,0
Región de La Araucanía,Cholchol,Eucalipto Blanco (Eucalyptus Globulus),329,3682.24256134877
Región de La Araucanía,Cholchol,Eucalyptus Nitens,10,741.82120973859
Región de La Araucanía,Cholchol,Pino Ponderosa (Pinus Ponderosa),35,157.2808814858
Región de La Araucanía,Cholchol,Pino Radiata o Insigne (Pinus Radiata),67,3783.727113828486
Región de La Araucanía,Cholchol,Pino Oregón (Pseudotsuga Menziesii),3,5.478295895905
Región de La Araucanía,Cholchol,Coigüe,3,4
Región de La Araucanía,Cholchol,Quillay,0,0
Región de La Araucanía,Cholchol,Raulí,3,2
Región de La Araucanía,Cholchol,Tamarugo,0,0
Región de La Araucanía,Cholchol,Otras Especies Exóticas,37,148.634410912961
Región de La Araucanía,Cholchol,Otras Coníferas,0,0
Región de La Araucanía,Cholchol,Otras Especies Nativas,4,0.42799769547
Región de La Araucanía,Cholchol,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Angol,Total,284,35153.20801950471
Región de La Araucanía,Angol,Sin clasificar,3,0.4277247190906
Región de La Araucanía,Angol,Acacia,0,0
Región de La Araucanía,Angol,Álamo,2,8.234624114396
Región de La Araucanía,Angol,Aromo,16,18.18199549601
Región de La Araucanía,Angol,Atriplex sp,0,0
Región de La Araucanía,Angol,Eucalipto Blanco (Eucalyptus Globulus),198,7450.045885023316
Región de La Araucanía,Angol,Eucalyptus Nitens,26,6647.322808435336
Región de La Araucanía,Angol,Pino Ponderosa (Pinus Ponderosa),10,62.75498539852
Región de La Araucanía,Angol,Pino Radiata o Insigne (Pinus Radiata),37,20065.23588601349
Región de La Araucanía,Angol,Pino Oregón (Pseudotsuga Menziesii),4,51.94404509798
Región de La Araucanía,Angol,Coigüe,0,0
Región de La Araucanía,Angol,Quillay,0,0
Región de La Araucanía,Angol,Raulí,0,0
Región de La Araucanía,Angol,Tamarugo,0,0
Región de La Araucanía,Angol,Otras Especies Exóticas,27,804.0050875085591
Región de La Araucanía,Angol,Otras Coníferas,1,0.7747955417940001
Región de La Araucanía,Angol,Otras Especies Nativas,4,44.280182156218
Región de La Araucanía,Angol,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Collipulli,Total,209,40818.03130745029
Región de La Araucanía,Collipulli,Sin clasificar,2,6.5
Región de La Araucanía,Collipulli,Acacia,0,0
Región de La Araucanía,Collipulli,Álamo,1,9.183218724024
Región de La Araucanía,Collipulli,Aromo,66,341.141470902886
Región de La Araucanía,Collipulli,Atriplex sp,0,0
Región de La Araucanía,Collipulli,Eucalipto Blanco (Eucalyptus Globulus),108,4411.827681667349
Región de La Araucanía,Collipulli,Eucalyptus Nitens,21,8372.322284170208
Región de La Araucanía,Collipulli,Pino Ponderosa (Pinus Ponderosa),3,17.1870442236
Región de La Araucanía,Collipulli,Pino Radiata o Insigne (Pinus Radiata),54,26757.62316144872
Región de La Araucanía,Collipulli,Pino Oregón (Pseudotsuga Menziesii),8,270.388698914472
Región de La Araucanía,Collipulli,Coigüe,0,0
Región de La Araucanía,Collipulli,Quillay,0,0
Región de La Araucanía,Collipulli,Raulí,0,0
Región de La Araucanía,Collipulli,Tamarugo,0,0
Región de La Araucanía,Collipulli,Otras Especies Exóticas,4,610.140677950039
Región de La Araucanía,Collipulli,Otras Coníferas,2,3.57788142625
Región de La Araucanía,Collipulli,Otras Especies Nativas,3,16.73918802274
Región de La Araucanía,Collipulli,Especie Nativa y Especie Exótica,3,1.4
Región de La Araucanía,Curacautín,Total,49,5239.46213682773
Región de La Araucanía,Curacautín,Sin clasificar,1,8
Región de La Araucanía,Curacautín,Acacia,0,0
Región de La Araucanía,Curacautín,Álamo,1,0.0594095292
Región de La Araucanía,Curacautín,Aromo,2,0.785900329788
Región de La Araucanía,Curacautín,Atriplex sp,0,0
Región de La Araucanía,Curacautín,Eucalipto Blanco (Eucalyptus Globulus),6,460.978807208842
Región de La Araucanía,Curacautín,Eucalyptus Nitens,23,3232.724047186914
Región de La Araucanía,Curacautín,Pino Ponderosa (Pinus Ponderosa),2,220.10354232232
Región de La Araucanía,Curacautín,Pino Radiata o Insigne (Pinus Radiata),20,867.500991615572
Región de La Araucanía,Curacautín,Pino Oregón (Pseudotsuga Menziesii),5,245.072349903162
Región de La Araucanía,Curacautín,Coigüe,0,0
Región de La Araucanía,Curacautín,Quillay,0,0
Región de La Araucanía,Curacautín,Raulí,1,0.15
Región de La Araucanía,Curacautín,Tamarugo,0,0
Región de La Araucanía,Curacautín,Otras Especies Exóticas,3,184.060991578544
Región de La Araucanía,Curacautín,Otras Coníferas,1,4.21
Región de La Araucanía,Curacautín,Otras Especies Nativas,3,15.816097153388
Región de La Araucanía,Curacautín,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Ercilla,Total,21,10968.756186753
Región de La Araucanía,Ercilla,Sin clasificar,1,0.2275
Región de La Araucanía,Ercilla,Acacia,0,0
Región de La Araucanía,Ercilla,Álamo,1,1.871145199764
Región de La Araucanía,Ercilla,Aromo,2,2.584838618586
Región de La Araucanía,Ercilla,Atriplex sp,0,0
Región de La Araucanía,Ercilla,Eucalipto Blanco (Eucalyptus Globulus),10,1434.183137885232
Región de La Araucanía,Ercilla,Eucalyptus Nitens,10,2042.552628248467
Región de La Araucanía,Ercilla,Pino Ponderosa (Pinus Ponderosa),2,5.53005110604
Región de La Araucanía,Ercilla,Pino Radiata o Insigne (Pinus Radiata),5,7208.700354225792
Región de La Araucanía,Ercilla,Pino Oregón (Pseudotsuga Menziesii),1,1.347890820946
Región de La Araucanía,Ercilla,Coigüe,0,0
Región de La Araucanía,Ercilla,Quillay,0,0
Región de La Araucanía,Ercilla,Raulí,0,0
Región de La Araucanía,Ercilla,Tamarugo,0,0
Región de La Araucanía,Ercilla,Otras Especies Exóticas,2,270.870228740643
Región de La Araucanía,Ercilla,Otras Coníferas,1,0.495078825742
Región de La Araucanía,Ercilla,Otras Especies Nativas,1,0.393333081786
Región de La Araucanía,Ercilla,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Lonquimay,Total,145,1177.42
Región de La Araucanía,Lonquimay,Sin clasificar,0,0
Región de La Araucanía,Lonquimay,Acacia,0,0
Región de La Araucanía,Lonquimay,Álamo,2,3.72
Región de La Araucanía,Lonquimay,Aromo,0,0
Región de La Araucanía,Lonquimay,Atriplex sp,0,0
Región de La Araucanía,Lonquimay,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de La Araucanía,Lonquimay,Eucalyptus Nitens,0,0
Región de La Araucanía,Lonquimay,Pino Ponderosa (Pinus Ponderosa),93,852.8
Región de La Araucanía,Lonquimay,Pino Radiata o Insigne (Pinus Radiata),24,69
Región de La Araucanía,Lonquimay,Pino Oregón (Pseudotsuga Menziesii),25,148.6
Región de La Araucanía,Lonquimay,Coigüe,0,0
Región de La Araucanía,Lonquimay,Quillay,0,0
Región de La Araucanía,Lonquimay,Raulí,0,0
Región de La Araucanía,Lonquimay,Tamarugo,0,0
Región de La Araucanía,Lonquimay,Otras Especies Exóticas,0,0
Región de La Araucanía,Lonquimay,Otras Coníferas,4,103
Región de La Araucanía,Lonquimay,Otras Especies Nativas,1,0.3
Región de La Araucanía,Lonquimay,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Los Sauces,Total,407,32585.27889404909
Región de La Araucanía,Los Sauces,Sin clasificar,1,4.26
Región de La Araucanía,Los Sauces,Acacia,0,0
Región de La Araucanía,Los Sauces,Álamo,1,3.709706472264
Región de La Araucanía,Los Sauces,Aromo,1,1.790993247726
Región de La Araucanía,Los Sauces,Atriplex sp,0,0
Región de La Araucanía,Los Sauces,Eucalipto Blanco (Eucalyptus Globulus),359,14930.56763643171
Región de La Araucanía,Los Sauces,Eucalyptus Nitens,11,2089.61716172428
Región de La Araucanía,Los Sauces,Pino Ponderosa (Pinus Ponderosa),10,60.58726596636
Región de La Araucanía,Los Sauces,Pino Radiata o Insigne (Pinus Radiata),68,14798.9940038588
Región de La Araucanía,Los Sauces,Pino Oregón (Pseudotsuga Menziesii),4,7.977776752183
Región de La Araucanía,Los Sauces,Coigüe,0,0
Región de La Araucanía,Los Sauces,Quillay,0,0
Región de La Araucanía,Los Sauces,Raulí,0,0
Región de La Araucanía,Los Sauces,Tamarugo,0,0
Región de La Araucanía,Los Sauces,Otras Especies Exóticas,15,679.800597287467
Región de La Araucanía,Los Sauces,Otras Coníferas,1,1.299461506428
Región de La Araucanía,Los Sauces,Otras Especies Nativas,2,6.674290801874
Región de La Araucanía,Los Sauces,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Lumaco,Total,491,38772.53136190253
Región de La Araucanía,Lumaco,Sin clasificar,6,26.9757752809094
Región de La Araucanía,Lumaco,Acacia,0,0
Región de La Araucanía,Lumaco,Álamo,1,5.903615236656
Región de La Araucanía,Lumaco,Aromo,4,9.066591516348
Región de La Araucanía,Lumaco,Atriplex sp,0,0
Región de La Araucanía,Lumaco,Eucalipto Blanco (Eucalyptus Globulus),401,10414.6763199785
Región de La Araucanía,Lumaco,Eucalyptus Nitens,45,4287.729551557069
Región de La Araucanía,Lumaco,Pino Ponderosa (Pinus Ponderosa),9,146.35301219208
Región de La Araucanía,Lumaco,Pino Radiata o Insigne (Pinus Radiata),205,23347.09185987739
Región de La Araucanía,Lumaco,Pino Oregón (Pseudotsuga Menziesii),4,10.383461777106
Región de La Araucanía,Lumaco,Coigüe,0,0
Región de La Araucanía,Lumaco,Quillay,1,0.5
Región de La Araucanía,Lumaco,Raulí,0,0
Región de La Araucanía,Lumaco,Tamarugo,0,0
Región de La Araucanía,Lumaco,Otras Especies Exóticas,18,514.0511315591621
Región de La Araucanía,Lumaco,Otras Coníferas,1,0.931487206736
Región de La Araucanía,Lumaco,Otras Especies Nativas,6,8.868555720572001
Región de La Araucanía,Lumaco,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Purén,Total,473,11198.95636612945
Región de La Araucanía,Purén,Sin clasificar,5,170.214
Región de La Araucanía,Purén,Acacia,0,0
Región de La Araucanía,Purén,Álamo,1,0.283989045912
Región de La Araucanía,Purén,Aromo,2,10.174549836976
Región de La Araucanía,Purén,Atriplex sp,0,0
Región de La Araucanía,Purén,Eucalipto Blanco (Eucalyptus Globulus),319,4937.980082819734
Región de La Araucanía,Purén,Eucalyptus Nitens,15,438.652145426656
Región de La Araucanía,Purén,Pino Ponderosa (Pinus Ponderosa),3,3.92171543336
Región de La Araucanía,Purén,Pino Radiata o Insigne (Pinus Radiata),135,3485.793636628221
Región de La Araucanía,Purén,Pino Oregón (Pseudotsuga Menziesii),2,3.187597232732
Región de La Araucanía,Purén,Coigüe,0,0
Región de La Araucanía,Purén,Quillay,0,0
Región de La Araucanía,Purén,Raulí,0,0
Región de La Araucanía,Purén,Tamarugo,0,0
Región de La Araucanía,Purén,Otras Especies Exóticas,106,2146.630126970664
Región de La Araucanía,Purén,Otras Coníferas,1,0.052960964272
Región de La Araucanía,Purén,Otras Especies Nativas,2,2.065561770924
Región de La Araucanía,Purén,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Renaico,Total,68,7065.66494262347
Región de La Araucanía,Renaico,Sin clasificar,0,0
Región de La Araucanía,Renaico,Acacia,0,0
Región de La Araucanía,Renaico,Álamo,2,2.552909097536
Región de La Araucanía,Renaico,Aromo,3,58.587341722152
Región de La Araucanía,Renaico,Atriplex sp,0,0
Región de La Araucanía,Renaico,Eucalipto Blanco (Eucalyptus Globulus),61,2462.353641955624
Región de La Araucanía,Renaico,Eucalyptus Nitens,4,942.959603568283
Región de La Araucanía,Renaico,Pino Ponderosa (Pinus Ponderosa),1,1.9370671512
Región de La Araucanía,Renaico,Pino Radiata o Insigne (Pinus Radiata),1,3384.090118653219
Región de La Araucanía,Renaico,Pino Oregón (Pseudotsuga Menziesii),2,2.856285917988
Región de La Araucanía,Renaico,Coigüe,0,0
Región de La Araucanía,Renaico,Quillay,0,0
Región de La Araucanía,Renaico,Raulí,0,0
Región de La Araucanía,Renaico,Tamarugo,0,0
Región de La Araucanía,Renaico,Otras Especies Exóticas,1,209.036422478084
Región de La Araucanía,Renaico,Otras Coníferas,1,0.9904069403039999
Región de La Araucanía,Renaico,Otras Especies Nativas,1,0.30114513908
Región de La Araucanía,Renaico,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Traiguén,Total,401,21392.3564210459
Región de La Araucanía,Traiguén,Sin clasificar,1,9
Región de La Araucanía,Traiguén,Acacia,1,0.5
Región de La Araucanía,Traiguén,Álamo,3,3.475664659976
Región de La Araucanía,Traiguén,Aromo,32,54.918432230466
Región de La Araucanía,Traiguén,Atriplex sp,0,0
Región de La Araucanía,Traiguén,Eucalipto Blanco (Eucalyptus Globulus),282,10480.65980953974
Región de La Araucanía,Traiguén,Eucalyptus Nitens,56,865.698237751798
Región de La Araucanía,Traiguén,Pino Ponderosa (Pinus Ponderosa),4,39.39661028148
Región de La Araucanía,Traiguén,Pino Radiata o Insigne (Pinus Radiata),108,9488.306237128523
Región de La Araucanía,Traiguén,Pino Oregón (Pseudotsuga Menziesii),5,12.897449456681
Región de La Araucanía,Traiguén,Coigüe,0,0
Región de La Araucanía,Traiguén,Quillay,0,0
Región de La Araucanía,Traiguén,Raulí,0,0
Región de La Araucanía,Traiguén,Tamarugo,0,0
Región de La Araucanía,Traiguén,Otras Especies Exóticas,23,416.945330128713
Región de La Araucanía,Traiguén,Otras Coníferas,1,1.20035171274
Región de La Araucanía,Traiguén,Otras Especies Nativas,6,19.358298155782
Región de La Araucanía,Traiguén,Especie Nativa y Especie Exótica,0,0
Región de La Araucanía,Victoria,Total,153,18649.91165473218
Región de La Araucanía,Victoria,Sin clasificar,1,0.5
Región de La Araucanía,Victoria,Acacia,0,0
Región de La Araucanía,Victoria,Álamo,1,2.352402641628
Región de La Araucanía,Victoria,Aromo,2,2.467475228646
Región de La Araucanía,Victoria,Atriplex sp,0,0
Región de La Araucanía,Victoria,Eucalipto Blanco (Eucalyptus Globulus),38,1041.078731027876
Región de La Araucanía,Victoria,Eucalyptus Nitens,58,4364.394784731179
Región de La Araucanía,Victoria,Pino Ponderosa (Pinus Ponderosa),11,22.70668661252
Región de La Araucanía,Victoria,Pino Radiata o Insigne (Pinus Radiata),50,12991.30084896886
Región de La Araucanía,Victoria,Pino Oregón (Pseudotsuga Menziesii),9,29.539397625846
Región de La Araucanía,Victoria,Coigüe,1,0.25
Región de La Araucanía,Victoria,Quillay,0,0
Región de La Araucanía,Victoria,Raulí,0,0
Región de La Araucanía,Victoria,Tamarugo,0,0
Región de La Araucanía,Victoria,Otras Especies Exóticas,5,172.308755020573
Región de La Araucanía,Victoria,Otras Coníferas,1,0.347197278738
Región de La Araucanía,Victoria,Otras Especies Nativas,4,6.165375596318
Región de La Araucanía,Victoria,Especie Nativa y Especie Exótica,8,16.5
Región de Los Ríos,Total Región,Total,1901,196609.2769995307
Región de Los Ríos,Total Región,Sin clasificar,22,500.5
Región de Los Ríos,Total Región,Acacia,1,0.5
Región de Los Ríos,Total Región,Álamo,24,112.769999999904
Región de Los Ríos,Total Región,Aromo,35,1180.649999998418
Región de Los Ríos,Total Región,Atriplex sp,3,1.5
Región de Los Ríos,Total Región,Eucalipto Blanco (Eucalyptus Globulus),868,21726.66399996178
Región de Los Ríos,Total Región,Eucalyptus Nitens,619,55667.05599994539
Región de Los Ríos,Total Región,Pino Ponderosa (Pinus Ponderosa),13,13.18
Región de Los Ríos,Total Región,Pino Radiata o Insigne (Pinus Radiata),480,87942.23199957503
Región de Los Ríos,Total Región,Pino Oregón (Pseudotsuga Menziesii),151,3426.15699994521
Región de Los Ríos,Total Región,Coigüe,24,865.7
Región de Los Ríos,Total Región,Quillay,0,0
Región de Los Ríos,Total Región,Raulí,16,260.26
Región de Los Ríos,Total Región,Tamarugo,0,0
Región de Los Ríos,Total Región,Otras Especies Exóticas,76,4174.820000105028
Región de Los Ríos,Total Región,Otras Coníferas,6,7720.950000000001
Región de Los Ríos,Total Región,Otras Especies Nativas,60,11381.82799999996
Región de Los Ríos,Total Región,Especie Nativa y Especie Exótica,20,1634.51
Región de Los Ríos,Valdivia,Total,129,24729.30151077264
Región de Los Ríos,Valdivia,Sin clasificar,0,0
Región de Los Ríos,Valdivia,Acacia,0,0
Región de Los Ríos,Valdivia,Álamo,8,25.115369472441
Región de Los Ríos,Valdivia,Aromo,3,4.082859476997
Región de Los Ríos,Valdivia,Atriplex sp,0,0
Región de Los Ríos,Valdivia,Eucalipto Blanco (Eucalyptus Globulus),74,2257.985905212142
Región de Los Ríos,Valdivia,Eucalyptus Nitens,37,7097.550343318025
Región de Los Ríos,Valdivia,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Los Ríos,Valdivia,Pino Radiata o Insigne (Pinus Radiata),28,12139.52682493163
Región de Los Ríos,Valdivia,Pino Oregón (Pseudotsuga Menziesii),12,137.137080420931
Región de Los Ríos,Valdivia,Coigüe,2,3.5
Región de Los Ríos,Valdivia,Quillay,0,0
Región de Los Ríos,Valdivia,Raulí,0,0
Región de Los Ríos,Valdivia,Tamarugo,0,0
Región de Los Ríos,Valdivia,Otras Especies Exóticas,9,1319.608934561307
Región de Los Ríos,Valdivia,Otras Coníferas,1,1561.2801929619
Región de Los Ríos,Valdivia,Otras Especies Nativas,3,5.514000417273
Región de Los Ríos,Valdivia,Especie Nativa y Especie Exótica,3,178
Región de Los Ríos,Corral,Total,61,13595.30428016068
Región de Los Ríos,Corral,Sin clasificar,0,0
Región de Los Ríos,Corral,Acacia,0,0
Región de Los Ríos,Corral,Álamo,0,0
Región de Los Ríos,Corral,Aromo,2,6
Región de Los Ríos,Corral,Atriplex sp,0,0
Región de Los Ríos,Corral,Eucalipto Blanco (Eucalyptus Globulus),39,808.13601430758
Región de Los Ríos,Corral,Eucalyptus Nitens,16,7096.415504823001
Región de Los Ríos,Corral,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Los Ríos,Corral,Pino Radiata o Insigne (Pinus Radiata),18,3512.161054112791
Región de Los Ríos,Corral,Pino Oregón (Pseudotsuga Menziesii),3,108.871145930214
Región de Los Ríos,Corral,Coigüe,0,0
Región de Los Ríos,Corral,Quillay,0,0
Región de Los Ríos,Corral,Raulí,0,0
Región de Los Ríos,Corral,Tamarugo,0,0
Región de Los Ríos,Corral,Otras Especies Exóticas,3,107.134396436993
Región de Los Ríos,Corral,Otras Coníferas,1,1950.3381645501
Región de Los Ríos,Corral,Otras Especies Nativas,3,6.248
Región de Los Ríos,Corral,Especie Nativa y Especie Exótica,0,0
Región de Los Ríos,Lanco,Total,145,10932.81394091825
Región de Los Ríos,Lanco,Sin clasificar,1,300
Región de Los Ríos,Lanco,Acacia,0,0
Región de Los Ríos,Lanco,Álamo,1,2.40142061418
Región de Los Ríos,Lanco,Aromo,3,6.063618845533
Región de Los Ríos,Lanco,Atriplex sp,0,0
Región de Los Ríos,Lanco,Eucalipto Blanco (Eucalyptus Globulus),78,1396.344173257597
Región de Los Ríos,Lanco,Eucalyptus Nitens,41,1973.678465615808
Región de Los Ríos,Lanco,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Los Ríos,Lanco,Pino Radiata o Insigne (Pinus Radiata),43,6366.019024064029
Región de Los Ríos,Lanco,Pino Oregón (Pseudotsuga Menziesii),9,148.168093392385
Región de Los Ríos,Lanco,Coigüe,2,4.8768
Región de Los Ríos,Lanco,Quillay,0,0
Región de Los Ríos,Lanco,Raulí,3,4.38144
Región de Los Ríos,Lanco,Tamarugo,0,0
Región de Los Ríos,Lanco,Otras Especies Exóticas,4,329.514345366101
Región de Los Ríos,Lanco,Otras Coníferas,0,0
Región de Los Ríos,Lanco,Otras Especies Nativas,5,401.366559762617
Región de Los Ríos,Lanco,Especie Nativa y Especie Exótica,0,0
Región de Los Ríos,Los Lagos,Total,127,24686.75899792243
Región de Los Ríos,Los Lagos,Sin clasificar,1,41
Región de Los Ríos,Los Lagos,Acacia,0,0
Región de Los Ríos,Los Lagos,Álamo,4,9.80666037862
Región de Los Ríos,Los Lagos,Aromo,4,1104.247674193779
Región de Los Ríos,Los Lagos,Atriplex sp,0,0
Región de Los Ríos,Los Lagos,Eucalipto Blanco (Eucalyptus Globulus),63,3418.138903875413
Región de Los Ríos,Los Lagos,Eucalyptus Nitens,47,6520.496068121864
Región de Los Ríos,Los Lagos,Pino Ponderosa (Pinus Ponderosa),6,7.7
Región de Los Ríos,Los Lagos,Pino Radiata o Insigne (Pinus Radiata),34,12575.88793145846
Región de Los Ríos,Los Lagos,Pino Oregón (Pseudotsuga Menziesii),17,203.424190314255
Región de Los Ríos,Los Lagos,Coigüe,0,0
Región de Los Ríos,Los Lagos,Quillay,0,0
Región de Los Ríos,Los Lagos,Raulí,3,32.09999999999999
Región de Los Ríos,Los Lagos,Tamarugo,0,0
Región de Los Ríos,Los Lagos,Otras Especies Exóticas,6,488.935349845923
Región de Los Ríos,Los Lagos,Otras Coníferas,0,0
Región de Los Ríos,Los Lagos,Otras Especies Nativas,6,285.022219734111
Región de Los Ríos,Los Lagos,Especie Nativa y Especie Exótica,0,0
Región de Los Ríos,Máfil,Total,111,14218.29684622069
Región de Los Ríos,Máfil,Sin clasificar,1,5
Región de Los Ríos,Máfil,Acacia,0,0
Región de Los Ríos,Máfil,Álamo,3,30.593738489717
Región de Los Ríos,Máfil,Aromo,2,9.226398816889
Región de Los Ríos,Máfil,Atriplex sp,0,0
Región de Los Ríos,Máfil,Eucalipto Blanco (Eucalyptus Globulus),79,2107.542148474718
Región de Los Ríos,Máfil,Eucalyptus Nitens,21,2619.331025293891
Región de Los Ríos,Máfil,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Los Ríos,Máfil,Pino Radiata o Insigne (Pinus Radiata),25,9029.345024928767
Región de Los Ríos,Máfil,Pino Oregón (Pseudotsuga Menziesii),8,124.641540374313
Región de Los Ríos,Máfil,Coigüe,0,0
Región de Los Ríos,Máfil,Quillay,0,0
Región de Los Ríos,Máfil,Raulí,0,0
Región de Los Ríos,Máfil,Tamarugo,0,0
Región de Los Ríos,Máfil,Otras Especies Exóticas,5,190.268536179092
Región de Los Ríos,Máfil,Otras Coníferas,1,102.3429955122
Región de Los Ríos,Máfil,Otras Especies Nativas,1,0.005438151101000001
Región de Los Ríos,Máfil,Especie Nativa y Especie Exótica,0,0
Región de Los Ríos,Mariquina,Total,307,32869.85169324321
Región de Los Ríos,Mariquina,Sin clasificar,3,11.1
Región de Los Ríos,Mariquina,Acacia,0,0
Región de Los Ríos,Mariquina,Álamo,2,24.08556859145
Región de Los Ríos,Mariquina,Aromo,5,28.015724066852
Región de Los Ríos,Mariquina,Atriplex sp,0,0
Región de Los Ríos,Mariquina,Eucalipto Blanco (Eucalyptus Globulus),219,4997.30153692536
Región de Los Ríos,Mariquina,Eucalyptus Nitens,47,8474.754674039841
Región de Los Ríos,Mariquina,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Los Ríos,Mariquina,Pino Radiata o Insigne (Pinus Radiata),66,17807.86227026117
Región de Los Ríos,Mariquina,Pino Oregón (Pseudotsuga Menziesii),12,168.717165912252
Región de Los Ríos,Mariquina,Coigüe,1,2
Región de Los Ríos,Mariquina,Quillay,0,0
Región de Los Ríos,Mariquina,Raulí,1,3.5
Región de Los Ríos,Mariquina,Tamarugo,0,0
Región de Los Ríos,Mariquina,Otras Especies Exóticas,8,276.076225825142
Región de Los Ríos,Mariquina,Otras Coníferas,3,894.1823674908
Región de Los Ríos,Mariquina,Otras Especies Nativas,12,179.506160130348
Región de Los Ríos,Mariquina,Especie Nativa y Especie Exótica,3,2.75
Región de Los Ríos,Paillaco,Total,159,16460.30709498446
Región de Los Ríos,Paillaco,Sin clasificar,11,139
Región de Los Ríos,Paillaco,Acacia,0,0
Región de Los Ríos,Paillaco,Álamo,1,0.028940954976
Región de Los Ríos,Paillaco,Aromo,1,0.476922820542
Región de Los Ríos,Paillaco,Atriplex sp,0,0
Región de Los Ríos,Paillaco,Eucalipto Blanco (Eucalyptus Globulus),67,1935.317105801784
Región de Los Ríos,Paillaco,Eucalyptus Nitens,72,5502.013525905176
Región de Los Ríos,Paillaco,Pino Ponderosa (Pinus Ponderosa),1,1
Región de Los Ríos,Paillaco,Pino Radiata o Insigne (Pinus Radiata),24,7598.44761614951
Región de Los Ríos,Paillaco,Pino Oregón (Pseudotsuga Menziesii),5,103.930724672672
Región de Los Ríos,Paillaco,Coigüe,0,0
Región de Los Ríos,Paillaco,Quillay,0,0
Región de Los Ríos,Paillaco,Raulí,0,0
Región de Los Ríos,Paillaco,Tamarugo,0,0
