total_nacional_region__,comuna_56__,total__numero_de_upa7,total__superficie_ha,tamano_de_la_upa__menores_de_1_ha__numero_de_upa,tamano_de_la_upa__menores_de_1_ha__superficie_ha,tamano_de_la_upa__de_1_a_menos_de_5_ha__numero_de_upa,tamano_de_la_upa__de_1_a_menos_de_5_ha__superficie_ha,tamano_de_la_upa__de_5_a_menos_de_1ha__numero_de_upa,tamano_de_la_upa__de_5_a_menos_de_1ha__superficie_ha,tamano_de_la_upa__de_1a_menos_de_2ha__numero_de_upa,tamano_de_la_upa__de_1a_menos_de_2ha__superficie_ha,tamano_de_la_upa__de_2a_menos_de_5ha__numero_de_upa,tamano_de_la_upa__de_2a_menos_de_5ha__superficie_ha,tamano_de_la_upa__de_5a_menos_de_10ha__numero_de_upa,tamano_de_la_upa__de_5a_menos_de_10ha__superficie_ha,tamano_de_la_upa__de_10a_menos_de_20ha__numero_de_upa,tamano_de_la_upa__de_10a_menos_de_20ha__superficie_ha,tamano_de_la_upa__de_20a_menos_de_50ha__numero_de_upa,tamano_de_la_upa__de_20a_menos_de_50ha__superficie_ha,tamano_de_la_upa__de_50a_menos_de_1.00ha__numero_de_upa,tamano_de_la_upa__de_50a_menos_de_1.00ha__superficie_ha,tamano_de_la_upa__de_1.00a_menos_de_2.00ha__numero_de_upa,tamano_de_la_upa__de_1.00a_menos_de_2.00ha__superficie_ha,tamano_de_la_upa__de_2.00ha_y_mas__numero_de_upa,tamano_de_la_upa__de_2.00ha_y_mas__superficie_ha
Región de Los Ríos,Los Lagos,538,105967.1127037624,24,11.9612,99,260.2374,109,770.2929,77,1018.7662000008,82,2639.34725,38,2671.6641679945,31,4367.9499999956,36,12048.380966338,21,15035.41,16,21333.7126157693,5,45809.3900036642
Región de Los Ríos,Máfil,409,48766.1939989534,18,9.855,78,192.396,68,460.03,67,925.26,75,2297.837,40,2916.13,23,3079.85,25,8215.53,11,6469.7259969327,2,2173,2,22026.5800020207
Región de Los Ríos,Mariquina,894,88525.7383849514,38,17.589,206,569.802,157,1086.463,167,2326.3255,164,5231.8492,84,5752.15,38,4767.65,26,8260.2923167327,8,4895.43,2,2337.825,4,53280.3623682187
Región de Los Ríos,Paillaco,667,69885.48165127709,16,9.174,133,392.8786000006,113,790.9100000006,139,1940.9200000017,108,3323.787999999,69,4795.43,37,5198.99,28,8075.0599999978,13,8432.3200000596,4,4994.7699999428,7,31931.241051275
Región de Los Ríos,Panguipulli,1322,249356.9771832727,10,5.585,279,866.2822,337,2369.84025,315,4368.6102,217,6322.73425,69,4555.7865,30,4077.2801430862,30,9318.35,12,8370.4625,9,11924.95289,14,197177.0932501865
Región de Los Ríos,La Unión,1227,162708.4706327308,35,17.927,324,919.0334,255,1786.451250001,213,2897.2529999994,221,6925.4250999892,76,5302.14,47,6737.8210000296,38,11127.7410000443,8,5562.4300000565,5,7272.979999998701,5,114159.2688826121
Región de Los Ríos,Futrono,545,97918.2396650196,26,12.5805,171,439.82,101,668.3399999994,87,1140.8999999994,64,2153.58,28,1979.31,17,2475.3700000856,17,5487.4149999945,19,14126.82,6,8303.954,9,61130.1501649407
Región de Los Ríos,Lago Ranco,661,111161.5420002272,11,5.504,175,521.9469999998,173,1201.239,125,1709.132,91,2858.725,37,2455.3150000284,22,2813.3,17,5763.6999995165,0,0,5,6089.1,5,87743.5800006825
Región de Los Ríos,Río Bueno,1683,144087.944232633,62,32.2712,491,1415.891,386,2660.891,296,4021.2370000028,205,6262.505,84,5864.666,47,6574.91,62,20167.2410369585,26,17487.872,13,18168.4099999435,11,61432.0499957282
Región de Los Lagos,Total Región,18343,2629360.929498168,439,224.3261,3931,11624.925,3781,26645.57115,3812,53085.33635,3325,102283.3966491135,1441,99124.1117697192,775,107198.5067866469,551,168531.1809768835,186,125857.4673570405,64,87027.0463067859,38,1847759.061051978
Región de Los Lagos,Puerto Montt,817,99826.7747000002,52,27.0355,239,652.4933,168,1159.6453000029,125,1698.8055999994,128,3967.2133,65,4576.7116999979,22,2951.16,12,3792.08,5,3434.63,0,0,1,77567
Región de Los Lagos,Calbuco,1931,25817.7947000148,56,25.5005,677,2106.1001,596,4183.3061,395,5345.858,158,4584.02,29,1979.17,14,1890.74,3,1200.44,2,1450.36,0,0,1,3052.3000000148
Región de Los Lagos,Cochamó,331,72651.4533993387,3,2.1,30,94.6796,42,286.5579,61,845.1512,87,2951.0313,58,3867.5054,27,3757.4838,19,5486.9447993387,2,1183.9994,1,1741,1,52435
Región de Los Lagos,Fresia,595,45492.3547394205,9,6.22,64,185.888,94,676.304,112,1630.005,143,4335.6750000188,63,4308.8500000095,54,7438.7299999997,42,13272.7465424872,8,5913.2000000154,6,7724.7361968899,0,0
Región de Los Lagos,Frutillar,401,48250.0420000065,12,6.48,79,238.04,53,357.1900000002,55,752.07,36,1209.49,41,2961.9399999955,51,7117.66,50,15763.517,19,13058.455000006,4,4739.2000000048,1,2046
Región de Los Lagos,Los Muermos,1348,73690.0544999723,7,3.58,104,339.3479999989,164,1204.478,275,3924.7936,408,12867.8563999969,225,15710.0284999935,98,13358.7699999967,51,14490.8100000036,15,9720.3899999917,0,0,1,2069.999999991
Región de Los Lagos,Llanquihue,197,29498.2199998507,3,1.8,31,90.25,21,142.76,18,230.56,30,967.7,21,1442.2000000052,35,4919.168961192801,21,6361.9199999884,12,7749.9200000886,4,5296.0510385757,1,2295.89
Región de Los Lagos,Maullín,911,31745.5509999736,11,5.385,110,322.997,140,995.059999991,210,2985.1790000011,265,7987.36,113,7900.9599999873,45,6064.8899999852,15,3824.820000009,2,1658.9,0,0,0,0
Región de Los Lagos,Puerto Varas,232,293368.1896000307,1,0.5,11,24.1,20,136.25,28,395.0736,46,1483.664999994,36,2403.195,29,4164.5699999967,47,13607.513982237,11,6933.1120178358,2,2324.3099999672,1,261895.9
Región de Los Lagos,Castro,873,12336.8253999996,20,9.1645,254,769.1715,277,1926.0373999996,200,2699.3525,96,2865.3595,12,792.75,10,1310.59,2,622,2,1342.4,0,0,0,0
Región de Los Lagos,Ancud,1159,52804.0616999881,50,23.1825,236,629.582,201,1424.322,235,3306.505,247,7638.3002,107,7196.25,52,7092.88,21,6231.9999999881,5,3332.75,2,2676,3,13252.29
Región de Los Lagos,Chonchi,777,86873.3002997069,19,8.969,132,408.9109,141,980.5225,211,3025.0215,172,5449.7834,72,5110.483,16,2214.92,9,2833.8,1,619.6,0,0,4,66221.2899997069
Región de Los Lagos,Curaco de Vélez,359,3293.5196538459,16,7.9451538459,116,322.6295,113,774.54,80,1143.015,32,913.88,2,131.51,0,0,0,0,0,0,0,0,0,0
Región de Los Lagos,Dalcahue,664,16960.9559461665,17,7.4296,104,307.6850000004,139,1009.9299,168,2405.2682461541,166,5007.8992,50,3402.97,13,1715.774000012,6,1504,0,0,1,1600,0,0
Región de Los Lagos,Puqueldón,453,4312.8198,7,4.24,129,386.06,155,1129.1848,124,1655.705,34,886.61,4,251.02,0,0,0,0,0,0,0,0,0,0
Región de Los Lagos,Queilén,363,7298.983,3,1.25,72,198.47,80,540.02,95,1314.73,84,2508.283,23,1559.86,5,754.37,1,422,0,0,0,0,0,0
Región de Los Lagos,Quellón,629,203704.7740002931,14,8.05,122,324.035,120,841.406,141,2003.931,140,4234.54725,58,3937.7,20,2625.91,5,1650.22,1,647.649,1,1418.02,7,186013.3057502931
Región de Los Lagos,Quemchi,829,17570.268,5,1.78,135,421.96,174,1277.831,236,3371.434,222,6791.815,45,2935.608,9,1126.34,1,215,2,1428.5,0,0,0,0
Región de Los Lagos,Quinchao,785,7220.4024,15,6.3365,272,826.8028,250,1763.2755,176,2331.9647,66,1908.8704,6,383.1525,0,0,0,0,0,0,0,0,0,0
Región de Los Lagos,Osorno,681,64100.3538737213,27,12.92,164,465.7800999994,99,669.3250000028,85,1203.7350000016,90,2858.611599998,59,3989.519999999,69,9618.4206824533,59,18199.4528964069,24,16431.0568312994,4,5063.6017635616,1,5587.9299999993
Región de Los Lagos,Puerto Octay,336,79441.3165929581,1,0.5,54,182.4,44,302.51,60,847.65,51,1643.87,30,2127.835,33,4645.0800000038,37,11284.4050000176,14,9531.6049999387,8,9541.8399998921,4,39333.6215931059
Región de Los Lagos,Purranque,345,46859.5932153155,4,2.25,61,180.89,56,406.589999999,63,891.709,55,1793.78,28,1974.3500000026,31,4269.99,23,7398.2399999999,15,10368.4496613149,3,4434.89,6,15138.4545539991
Región de Los Lagos,Puyehue,693,145624.1691687458,22,13.47,196,542.8900000002,107,707.48,122,1606.4760000004,93,2972.33,64,4610.3299999996,30,4241.7300000388,31,10320.7954999936,17,12338.5926687132,6,7793.9125,5,100476.1625
Región de Los Lagos,Río Negro,528,44575.9038098453,21,10.71,142,401.1619999992,88,615.171,86,1187.09,71,2239.5127991135,41,2774.4614697101,22,2915.4899999911,41,12350.6165435442,11,8194.1849999353,2,2564.69,3,11322.8149975519
Región de Los Lagos,San Juan de La Costa,806,51078.0406881745,3,1.9,117,372.2362,185,1315.732,221,3053.075,181,5511.2200000006,58,3834.24,26,3579.96,7,2057.2,2,1035,1,1000,5,29317.4774881739
Región de Los Lagos,San Pablo,692,27482.5750105948,40,24.915,205,600.53,155,1084.53375,128,1753.4822499968,78,2239.639999993,29,1959.4832,25,3672.9884737017,20,6874.4561035571,11,7211.544999948001,0,0,1,2061.0012333982
Región de Los Lagos,Chaitén,284,786994.0170001904,1,0.5,19,57.01,35,252.7,51,768.97,70,2220.07,36,2410.15,33,4777.730000000001,22,7247.917,9,5732.06,5,7036.8,3,756490.1100001904
Región de Los Lagos,Futaleufú,146,65832.2028,0,0,3,7.5,10,72.67,10,145.4,26,836.8303,38,2780.6,30,4300.76,23,6453.1325,5,3046.52,0,0,1,48188.79
Región de Los Lagos,Hualaihué,304,115101.010000014,10,5.009,91,255.314,64,478.92,48,671.84,41,1159.87,30,2114.337000014,8,1067.9,6,1815,3,1746.7,0,0,3,105786.12
Región de Los Lagos,Palena,206,69555.4025,0,0,1,3,7,56.742,19,274.12,44,1479.7,48,3290.591,38,5458.832,33,9827.6385,14,8895.629,1,1205,1,39064.15
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,1968,7436342.9595,39,21.394,166,471.68715,129,917.4356,137,1968.57,269,8618.6497,260,18629.4695,269,37465.04325,351,111796.708779486,217,151342.1235,84,111946.301720514,47,6993165.5763
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,777,432819.4289992598,13,7.074,65,188.85355,52,378.327,63,931.4599999980001,143,4431.1817,122,8582.0495,105,14245.00225,118,36976.815,52,36883.3700000277,23,30904.8,21,299290.4959992341
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,77,384565.62,0,0,4,9.86,5,33.47,3,43,3,88.18,7,522,7,917,11,3534.55,23,16705.04,9,12067.13,5,350645.39
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,245,1334765.973200017,6,3.13,22,57.0936,17,126.7186,15,221.64,28,933.268,42,2929.25,32,4229.4,46,14292.8429999743,22,15034.8,9,11685.8,6,1285252.030000043
Región de Aysén del General Carlos Ibáñez del Campo,Cisnes/Guaitecas,227,646547.1695,2,1.26,5,12.5,9,61.65,12,167.32,32,991.35,36,2526.07,45,6377.7,54,17757.4695,24,16200.14,6,8950.630000000001,2,593501.08
Región de Aysén del General Carlos Ibáñez del Campo,Cochrane,128,113282.1485,1,0.5,5,18.5,4,30.6,4,47.8,4,157.5,4,278,15,2365.2,35,12003.73,32,23354.3985,15,19973.5,9,55052.42
Región de Aysén del General Carlos Ibáñez del Campo,Tortel/O'Higgins,39,1851432.1873,1,0.6,0,0,1,9,3,34.6,2,59.9,6,474,6,870.002,5,1447.5,3,1819.5,6,7338.035,6,1839379.0503
Región de Aysén del General Carlos Ibáñez del Campo,Chile Chico,261,361668.672,15,7.98,44,117.74,26,177.28,25,339.38,28,937.5,17,1377.29,17,2383.059,40,12608.878,33,23838.725,12,16294.44,4,303586.4
Región de Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,262,2311261.760000723,2,1.35,22,68.64,16,106.89,15,219.47,32,1089.77,30,2208.3,44,6267.17,56,18027,31,20030.35,7,7992.51,7,2255250.310000723
Región de Magallanes y de la Antártica Chilena,Total Región,583,11503532.6638,65,32.0066,82,175.5184,19,123.0698,22,308.4,22,703.953,10,726,20,3107.6,32,11159.156,26,17821.24,26,36442.18,259,11432933.54
Región de Magallanes y de la Antártica Chilena,Punta Arenas,174,460792.5580007789,48,22.358,41,75.674,2,14,10,124.67,10,335.68,3,218,6,1017,14,4675.006,7,4672,8,12069.9800007789,25,437568.19
Región de Magallanes y de la Antártica Chilena,Laguna Blanca,32,275505.2300021587,0,0,0,0,0,0,0,0,1,23.4,0,0,0,0,2,621,0,0,0,0,29,274860.8300021587
Región de Magallanes y de la Antártica Chilena,Río Verde,35,263110.08999921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999.999999593,8,12923.4605261175,26,249186.6294734995
Región de Magallanes y de la Antártica Chilena,San Gregorio,26,597329.9999983354,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,25,597279.9999983354
Región de Magallanes y de la Antártica Chilena,Cabo de Hornos,21,1762259.67,1,0.5,3,5.300000000000001,3,22.5,2,22,2,46,1,80,0,0,2,800,4,2946.74,1,1972,2,1756364.63
Región de Magallanes y de la Antártica Chilena,Porvenir,122,681196.4916014435,6,3.4116,7,11.3,0,0,1,14,2,50,0,0,4,669.37,4,1559,11,7579,7,9380,80,661930.4100014435
Región de Magallanes y de la Antártica Chilena,Primavera,43,318130.9599985515,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,380,0,0,2,2600,39,315150.8699985515
Región de Magallanes y de la Antártica Chilena,Timaukel,23,623134.900000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,689,1,1870,21,620575.900000005
Región de Magallanes y de la Antártica Chilena,Natales,160,6024668.411199311,10,5.737,32,83.8944,14,86.5698,10,160.6,6,194.82,7,493.999999725,11,1603.6,10,3413.15,6,4031.5,10,14020.0000000691,44,6000574.539999517
Región de Magallanes y de la Antártica Chilena,Torres del Paine,28,497404.3530002059,0,0,1,4.5,0,0,0,0,1,41.183,0,0,0,0,0,0,0,0,0,0,26,497358.6700002059
