total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región de Los Lagos,San Pablo,Pistacho,0,0,0,0,0,0,0,0
Región de Los Lagos,San Pablo,Pomelo,0,0,0,0,0,0,0,0
Región de Los Lagos,San Pablo,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Los Lagos,San Pablo,Tuna,0,0,0,0,0,0,0,0
Región de Los Lagos,San Pablo,Uva de Mesa,6,0.7150000000000001,0.25,0.465,0,0,0.715,0
Región de Los Lagos,San Pablo,Otros Frutales,10,1.535,0,1.535,0,0.125,1.41,0
Región de Los Lagos,San Pablo,Quinta Frutal,189,61.798,1.325,60.473,0,3.666,58.132,0
Región de Los Lagos,Chaitén,Total,13,6.855,0.5,6.355,0,0.5,6.355,0
Región de Los Lagos,Chaitén,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Almendro,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Berries,2,0.8999999999999999,0,0.8999999999999999,0,0,0.8999999999999999,0
Región de Los Lagos,Chaitén,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Castaño,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Cerezo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Chirimoyo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Ciruelo Europeo,2,0.253,0,0.253,0,0,0.253,0
Región de Los Lagos,Chaitén,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Clementina,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Damasco,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Granado,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Higuera,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Kiwi,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Limón de Pica,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Limonero,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Mandarina,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Mango,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Manzana,11,5.202,0.5,4.702,0,0.5,4.702,0
Región de Los Lagos,Chaitén,Membrillo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,"Moras, Murta y Zarzaparrila",1,0.2,0,0.2,0,0,0.2,0
Región de Los Lagos,Chaitén,Naranjo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Nectarino,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Nogal,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Olivo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Palto,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Papayo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Pera,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Pistacho,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Pomelo,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Tuna,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Los Lagos,Chaitén,Otros Frutales,1,0.2,0,0.2,0,0,0.2,0
Región de Los Lagos,Chaitén,Quinta Frutal,1,0.1,0,0.1,0,0,0.1,0
Región de Los Lagos,Futaleufú,Total,2,3,2,1,0,0,3,0
Región de Los Lagos,Futaleufú,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Almendro,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Berries,1,2,2,0,0,0,2,0
Región de Los Lagos,Futaleufú,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Castaño,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Cerezo,1,1,0,1,0,0,1,0
Región de Los Lagos,Futaleufú,Chirimoyo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Clementina,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Damasco,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Granado,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Higuera,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Kiwi,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Limón de Pica,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Limonero,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Mandarina,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Mango,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Manzana,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Membrillo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Naranjo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Nectarino,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Nogal,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Olivo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Palto,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Papayo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Pera,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Pistacho,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Pomelo,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Tuna,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Otros Frutales,0,0,0,0,0,0,0,0
Región de Los Lagos,Futaleufú,Quinta Frutal,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Total,126,47.422,3.547,43.875,0,2.34,45.082,0
Región de Los Lagos,Hualaihué,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Almendro,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Berries,16,2.556,0.405,2.151,0,0.024,2.532,0
Región de Los Lagos,Hualaihué,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Castaño,2,0.05200000000000001,0.002,0.05,0,0.002,0.05,0
Región de Los Lagos,Hualaihué,Cerezo,3,0.223,0.183,0.04,0,0.1,0.123,0
Región de Los Lagos,Hualaihué,Chirimoyo,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Ciruelo Europeo,22,5.662,1.353,4.309,0,0.02,5.642,0
Región de Los Lagos,Hualaihué,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Clementina,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Damasco,1,0.375,0,0.375,0,0,0.375,0
Región de Los Lagos,Hualaihué,Duraznero (Consumo Fresco),3,0.465,0,0.465,0,0,0.465,0
Región de Los Lagos,Hualaihué,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Granado,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Higuera,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Kiwi,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Lima (o Limón Sutil),1,0.002,0.002,0,0,0.002,0,0
Región de Los Lagos,Hualaihué,Limón de Pica,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Limonero,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Mandarina,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Mango,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Manzana,54,14.992,1.386,13.606,0,0.06,14.932,0
Región de Los Lagos,Hualaihué,Membrillo,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,"Moras, Murta y Zarzaparrila",2,0.025,0.025,0,0,0.001,0.024,0
Región de Los Lagos,Hualaihué,Naranjo,1,0.002,0.002,0,0,0.002,0,0
Región de Los Lagos,Hualaihué,Nectarino,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Nogal,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Olivo,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Palto,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Papayo,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Pera,1,0.1,0.1,0,0,0.1,0,0
Región de Los Lagos,Hualaihué,Pistacho,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Pomelo,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Rosa Mosqueta (Cultivada),1,0.061,0,0.061,0,0,0.061,0
Región de Los Lagos,Hualaihué,Tuna,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Los Lagos,Hualaihué,Otros Frutales,10,2.704,0.049,2.655,0,2.004,0.7000000000000001,0
Región de Los Lagos,Hualaihué,Quinta Frutal,61,20.203,0.04,20.163,0,0.025,20.178,0
Región de Los Lagos,Palena,Total,59,25.635,0.5,25.135,0,0.37,25.265,0
Región de Los Lagos,Palena,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Almendro,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Berries,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Castaño,1,0.5,0,0.5,0,0,0.5,0
Región de Los Lagos,Palena,Cerezo,6,1.4,0,1.4,0,0,1.4,0
Región de Los Lagos,Palena,Chirimoyo,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Ciruelo Europeo,4,0.8,0.2,0.6000000000000001,0,0,0.8,0
Región de Los Lagos,Palena,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Clementina,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Damasco,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Granado,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Higuera,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Kiwi,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Limón de Pica,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Limonero,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Mandarina,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Mango,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Manzana,13,3.6,0.2,3.4,0,0,3.6,0
Región de Los Lagos,Palena,Membrillo,3,0.3,0,0.3,0,0,0.3,0
Región de Los Lagos,Palena,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Naranjo,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Nectarino,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Nogal,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Olivo,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Palto,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Papayo,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Pera,5,0.6,0.1,0.5,0,0,0.6000000000000001,0
Región de Los Lagos,Palena,Pistacho,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Pomelo,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Tuna,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Los Lagos,Palena,Otros Frutales,2,0.3,0,0.3,0,0,0.3,0
Región de Los Lagos,Palena,Quinta Frutal,45,18.135,0,18.135,0,0.37,17.765,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Total,237,331.61,289.662,41.948,0,53.87,276.74,1
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Sin Clasificar,1,1,0,1,0,0,0,1
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Almendro,1,0.5,0.5,0,0,0.5,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Berries,44,11.405,8.199,3.206,0,1.975,9.43,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Castaño,1,0.1,0,0.1,0,0,0.1,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Cerezo,65,245.391,241.421,3.97,0,44.691,200.7,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Chirimoyo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Ciruelo Europeo,29,2.804,0.775,2.029,0,0.3640000000000001,2.44,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Ciruelo Japonés,4,0.552,0.35,0.202,0,0,0.552,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Clementina,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Damasco,6,1.625,1.625,0,0,0.35,1.275,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Duraznero (Tipo Conservero),1,0.3,0.3,0,0,0.3,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Granado,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Higuera,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Kiwi,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Limón de Pica,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Limonero,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Mandarina,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Mango,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Manzana,94,35.661,20.551,15.11,0,3.396,32.265,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Membrillo,3,0.26,0.05,0.21,0,0,0.26,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,"Moras, Murta y Zarzaparrila",6,0.53,0.28,0.25,0,0.13,0.4,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Naranjo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Nectarino,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Nogal,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Olivo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Palto,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Papayo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Pera,8,2,1.55,0.45,0,0,2,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Pistacho,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Pomelo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Tuna,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Uva de Mesa,3,0.8,0.8,0,0,0.75,0.05,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Otros Frutales,26,2.858,2.254,0.604,0,0.514,2.344,0
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,Quinta Frutal,79,25.824,11.007,14.817,0,0.9,24.924,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Total,65,35.259,20.097,15.162,0,17.705,17.554,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Almendro,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Berries,13,2.917,2.913,0.004,0,0.625,2.292,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Castaño,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Cerezo,13,18.293,16.127,2.166,0,16.128,2.165,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Chirimoyo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Ciruelo Europeo,5,0.497,0.002,0.495,0,0,0.497,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Clementina,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Damasco,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Granado,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Higuera,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Kiwi,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Limón de Pica,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Limonero,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Mandarina,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Mango,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Manzana,17,4.263,0.007,4.256,0,0.104,4.159,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Membrillo,2,0.21,0,0.21,0,0,0.21,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Naranjo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Nectarino,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Nogal,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Olivo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Palto,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Papayo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Pera,1,0.125,0,0.125,0,0,0.125,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Pistacho,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Pomelo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Tuna,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Otros Frutales,8,1.044,0.848,0.196,0,0.348,0.696,0
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,Quinta Frutal,30,7.91,0.2,7.71,0,0.5,7.41,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Total,3,0.8600000000000001,0.81,0.05,0,0.81,0.05,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Almendro,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Berries,1,0.13,0.13,0,0,0.13,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Castaño,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Cerezo,2,0.55,0.5,0.05,0,0.5,0.05,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Chirimoyo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Clementina,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Damasco,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Granado,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Higuera,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Kiwi,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Limón de Pica,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Limonero,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Mandarina,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Mango,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Manzana,1,0.06,0.06,0,0,0.06,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Membrillo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,"Moras, Murta y Zarzaparrila",1,0.12,0.12,0,0,0.12,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Naranjo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Nectarino,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Nogal,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Olivo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Palto,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Papayo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Pera,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Pistacho,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Pomelo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Tuna,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Otros Frutales,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,Quinta Frutal,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Total,7,3.05,0.5,2.55,0,0.55,2.5,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Almendro,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Berries,2,0.6,0.5,0.1,0,0,0.6,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Castaño,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Cerezo,2,0.225,0,0.225,0,0,0.225,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Chirimoyo,0,0,0,0,0,0,0,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Ciruelo Europeo,3,0.275,0,0.275,0,0,0.275,0
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,Ciruelo Japonés,0,0,0,0,0,0,0,0
