total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Soya,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Tabaco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Tomate,2,2,2,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Total,38,52.2,16.3,35.9,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Arveja (Grano Seco),6,8,0,8,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Chícharo,2,1.6,0,1.6,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Lenteja,10,20.65,0,20.65,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Poroto (Grano Seco),9,6.380000000000001,1.23,5.15,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Otras Leguminosas,1,0.5,0,0.5,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Papa,22,15.07,15.07,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Vides para vinificación y uvas pisqueras,Total,28,60.03999999999999,43.2,16.84,0
Región del Libertador General Bernardo O'Higgins,Paredones,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Vides para vinificación y uvas pisqueras,Tintas,27,56.53999999999999,42.2,14.34,0
Región del Libertador General Bernardo O'Higgins,Paredones,Vides para vinificación y uvas pisqueras,Blancas,2,3.5,1,2.5,0
Región del Libertador General Bernardo O'Higgins,Paredones,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Total,66,753.31,752.31,0,1
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Sin Clasificar,1,1,0,0,1
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Amaranto,1,0.2,0.2,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Avena (Grano Seco),11,32.1,32.1,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Cebada Cervecera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Centeno,1,0.2,0.2,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Chía,1,0.3,0.3,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Maíz,54,511.51,511.51,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Quinoa,1,0.2,0.2,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Trigo Blanco,8,192,192,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Trigo Candeal,3,15.3,15.3,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Triticale,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cereales,Otros Cereales,1,0.5,0.5,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Total,102,998.23,989.23,0,9
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Sin Clasificar,1,9,0,0,9
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Alfalfa,91,887.03,887.03,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Arveja Forrajera,1,3,3,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Avena (Forrajera) Sola,8,40.7,40.7,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Avena Asociada,3,8.999999999999998,8.999999999999998,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Ballica Anual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Cebada Forrajera (incluye silo),1,1,1,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Falaris,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Festuca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Maíz Para Silo,3,34,34,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Mezcla de Forrajeras,2,2.6,2.6,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Rosado,3,9,9,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Vicia,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Otras Forrajeras Anuales,1,1.9,1.9,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Forrajeras,Otras Forrajeras Permanentes,1,1,1,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Total,3,17,17,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Alforfón (Trigo Sarraceno),1,2,2,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Colza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Curaguilla,3,15,15,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Maní,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Maravilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Mimbre,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Soya,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Tabaco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Tomate,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Total,11,17.25,17.25,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Poroto (Grano Seco),8,11.2,11.2,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Papa,4,1.75,1.75,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Papa Nativa,1,0.3,0.3,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,1,4,4,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Vides para vinificación y uvas pisqueras,Total,58,1333.64,1333.64,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Vides para vinificación y uvas pisqueras,Tintas,58,1245.71,1245.71,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Vides para vinificación y uvas pisqueras,Blancas,10,87.92999999999999,87.92999999999999,0,0
Región del Libertador General Bernardo O'Higgins,San Fernando,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Total,319,4369.6037634338,3937.6537634338,416.8,15.15
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Sin Clasificar,3,15.15,0,0,15.15
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Amaranto,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Avena (Grano Seco),55,161.83,14.25,147.58,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Cebada Cervecera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Centeno,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Chía,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Maíz,257,2801.69351254,2800.17351254,1.52,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Quinoa,3,10,0,10,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Trigo Blanco,36,769.55,546.35,223.2,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Trigo Candeal,45,609.6802508938,575.6802508938,34,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Triticale,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cereales,Otros Cereales,2,1.7,1.2,0.5,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Total,61,248.94,223.94,25,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Alfalfa,49,162.73,162.73,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Avena (Forrajera) Sola,6,14.2,4.2,10,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Avena Asociada,3,15,0,15,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Ballica Anual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Ballica Perenne o Persistente,1,3,3,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Cebada Forrajera (incluye silo),1,0.05,0.05,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Falaris,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Festuca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Maíz Para Silo,4,35,35,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Mezcla de Forrajeras,1,2.9,2.9,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Blanco,1,1,1,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Rosado,1,0.06,0.06,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Vicia,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Forrajeras,Otras Forrajeras Permanentes,1,15,15,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cultivos Industriales,Total,15,92.132,92.132,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
