total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Hinojo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Jojoba,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Linaza,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Maní,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Maravilla,3,12,12,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Mimbre,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Mostaza,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Remolacha,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Soya,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Tabaco,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Tomate,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Total,71,564.688638472226,537.688638472226,27,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Arveja (Grano Seco),1,54,27,27,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Poroto (Grano Seco),9,38.8,38.8,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Otras Leguminosas,2,20.6,20.6,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Papa,62,451.288638472226,451.288638472226,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Vides para vinificación y uvas pisqueras,Total,3,77.69999999999999,77.69999999999999,0,0
Región Metropolitana de Santiago,El Monte,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Vides para vinificación y uvas pisqueras,Tintas,3,67,67,0,0
Región Metropolitana de Santiago,El Monte,Vides para vinificación y uvas pisqueras,Blancas,1,10.7,10.7,0,0
Región Metropolitana de Santiago,El Monte,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Total,4,142.3771579255,142.3771579255,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Amaranto,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Arroz,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Avena (Grano Seco),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Cebada Cervecera,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Centeno,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Chía,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Maíz,3,30.48,30.48,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Mijo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Quinoa,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Sorgo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Trigo Blanco,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Trigo Candeal,3,111.8971579255,111.8971579255,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Triticale,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cereales,Otros Cereales,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Total,35,352.21,350.21,0,2
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Sin Clasificar,1,2,0,0,2
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Alfalfa,28,228.29,228.29,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Arvejilla,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Avena (Forrajera) Sola,4,54.5,54.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Avena Asociada,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Ballica Anual,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Ballica Bianual,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Col,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Falaris,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Festuca,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Haba Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Maíz Para Silo,3,67.39999999999999,67.39999999999999,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Mijo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Pasto Canario,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Pasto Miel,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Sorgo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Raps Forrajero,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Alejandrino,1,0.02,0.02,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Balansa,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Blanco,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Ladino,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Rosado,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Vicia,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Total,3,109.13,109.13,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Algodón,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Colza,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Hinojo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Jojoba,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Linaza,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Maní,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Maravilla,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Mimbre,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Mostaza,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Remolacha,3,109.13,109.13,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Soya,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Tabaco,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Tomate,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Total,36,147.93,147.93,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Arveja (Grano Seco),1,0.12,0.12,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Poroto (Grano Seco),12,55.64,55.64,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Otras Leguminosas,7,14.52,14.52,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Papa,26,77.65,77.65,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Vides para vinificación y uvas pisqueras,Total,19,1760.05,1759.95,0,0.1
Región Metropolitana de Santiago,Isla de Maipo,Vides para vinificación y uvas pisqueras,Sin Clasificar,1,0.1,0,0,0.1
Región Metropolitana de Santiago,Isla de Maipo,Vides para vinificación y uvas pisqueras,Tintas,16,1313.06,1313.06,0,0
Región Metropolitana de Santiago,Isla de Maipo,Vides para vinificación y uvas pisqueras,Blancas,14,446.89,446.89,0,0
Región Metropolitana de Santiago,Isla de Maipo,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Total,13,274.6,274.6,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Amaranto,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Arroz,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Avena (Grano Seco),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Cebada Cervecera,1,5,5,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Centeno,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Chía,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Maíz,12,218.6,218.6,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Mijo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Quinoa,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Sorgo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Trigo Blanco,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Trigo Candeal,3,51,51,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Triticale,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cereales,Otros Cereales,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Total,17,376.8,376.8,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Alfalfa,14,275.8,275.8,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Arveja Forrajera,3,83,83,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Arvejilla,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Avena (Forrajera) Sola,3,13,13,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Avena Asociada,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Ballica Anual,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Ballica Bianual,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Cebada Forrajera (incluye silo),1,5,5,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Col,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Falaris,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Festuca,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Haba Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Mijo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Pasto Canario,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Pasto Miel,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Sorgo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Raps Forrajero,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Balansa,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Blanco,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Ladino,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Rosado,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Vicia,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Total,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Algodón,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Colza,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Hinojo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Jojoba,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Linaza,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Maní,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Maravilla,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Mimbre,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Mostaza,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Remolacha,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Soya,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Tabaco,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Tomate,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Total,15,115.8,115.8,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Poroto (Grano Seco),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Papa,15,115.8,115.8,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Vides para vinificación y uvas pisqueras,Total,3,71.09999999999998,71.09999999999998,0,0
Región Metropolitana de Santiago,Padre Hurtado,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Vides para vinificación y uvas pisqueras,Tintas,3,71.09999999999998,71.09999999999998,0,0
Región Metropolitana de Santiago,Padre Hurtado,Vides para vinificación y uvas pisqueras,Blancas,0,0,0,0,0
Región Metropolitana de Santiago,Padre Hurtado,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Total,10,216.35,216.35,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Amaranto,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Arroz,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Avena (Grano Seco),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Cebada Cervecera,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Centeno,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Chía,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Maíz,10,193.35,193.35,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Mijo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Quinoa,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Sorgo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Trigo Blanco,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Trigo Candeal,3,22,22,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Triticale,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cereales,Otros Cereales,1,1,1,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Total,36,519.473153818462,519.473153818462,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Alfalfa,34,355.532292241662,355.532292241662,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Arvejilla,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Avena (Forrajera) Sola,3,39.8408615768,39.8408615768,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Avena Asociada,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Ballica Anual,3,122.1,122.1,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Ballica Bianual,1,2,2,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Col,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Falaris,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Festuca,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Haba Forrajera,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Mijo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Pasto Canario,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Pasto Miel,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Sorgo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Raps Forrajero,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Balansa,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Blanco,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Ladino,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Rosado,0,0,0,0,0
