total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región del Libertador General Bernardo O'Higgins,Doñihue,Olivo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Palto,3,0.7000000000000001,0.7000000000000001,0,0,0,0.7000000000000001,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Pera,3,17.85,17.85,0,0,0,17.85,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Pomelo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Tuna,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Uva de Mesa,2,11.55,11.55,0,0,0,11.55,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Otros Frutales,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Doñihue,Quinta Frutal,4,2.1,2.1,0,0,0,2.1,0
Región del Libertador General Bernardo O'Higgins,Graneros,Total,48,2181.7006,2132.0906,26,23.61,360.98,1794.7206628485,26
Región del Libertador General Bernardo O'Higgins,Graneros,Sin Clasificar,3,28,2,26,0,0,2,26
Región del Libertador General Bernardo O'Higgins,Graneros,Almendro,3,3.7212,3.7212,0,0,0,3.7212408759,0
Región del Libertador General Bernardo O'Higgins,Graneros,Berries,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Castaño,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Cerezo,25,604.0509,604.0509,0,0,165.59,438.4609068328,0
Región del Libertador General Bernardo O'Higgins,Graneros,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Ciruelo Europeo,7,371.8594,371.8594,0,0,5,366.8594219693,0
Región del Libertador General Bernardo O'Higgins,Graneros,Ciruelo Japonés,4,60.06,60.06,0,0,0,60.06,0
Región del Libertador General Bernardo O'Higgins,Graneros,Clementina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Damasco,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Duraznero (Consumo Fresco),5,18.8435,18.8435,0,0,0.5,18.3434742336,0
Región del Libertador General Bernardo O'Higgins,Graneros,Duraznero (Tipo Conservero),7,68.5,68.5,0,0,2,66.5,0
Región del Libertador General Bernardo O'Higgins,Graneros,Granado,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Higuera,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Kiwi,2,7.310000000000001,7.310000000000001,0,0,0,7.310000000000001,0
Región del Libertador General Bernardo O'Higgins,Graneros,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Limón de Pica,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Limonero,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Mandarina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Mango,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Manzana,9,225.02,201.41,0,23.61,28.33,196.69,0
Región del Libertador General Bernardo O'Higgins,Graneros,Membrillo,1,4.5,4.5,0,0,0,4.5,0
Región del Libertador General Bernardo O'Higgins,Graneros,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Naranjo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Nectarino,5,72.4956,72.4956,0,0,0,72.4956189369,0
Región del Libertador General Bernardo O'Higgins,Graneros,Nogal,7,145.44,145.44,0,0,81.44,64,0
Región del Libertador General Bernardo O'Higgins,Graneros,Olivo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Palto,1,1.5,1.5,0,0,0,1.5,0
Región del Libertador General Bernardo O'Higgins,Graneros,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Pera,10,154.9,154.9,0,0,3.77,151.13,0
Región del Libertador General Bernardo O'Higgins,Graneros,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Pomelo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Tuna,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Uva de Mesa,12,415.25,415.25,0,0,74.35000000000001,340.9,0
Región del Libertador General Bernardo O'Higgins,Graneros,Otros Frutales,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Graneros,Quinta Frutal,1,0.25,0.25,0,0,0,0.25,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Total,105,4880.0115,4778.4715,101.54,0,1621.4832570764,3156.9884147036,101.54
Región del Libertador General Bernardo O'Higgins,Las Cabras,Sin Clasificar,6,105.24,3.7,101.54,0,1,2.7,101.54
Región del Libertador General Bernardo O'Higgins,Las Cabras,Almendro,11,314.808,314.808,0,0,27.5,287.308,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Berries,14,42.402,42.402,0,0,9.5,32.902,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Castaño,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Cerezo,23,1294.8704,1294.8704,0,0,757.4623504776,537.4080307153,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Ciruelo Europeo,11,254.04,254.04,0,0,5.45,248.59,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Ciruelo Japonés,1,34.58,34.58,0,0,7.28,27.3,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Clementina,3,117.84,117.84,0,0,52.74,65.1,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Damasco,2,0.125,0.125,0,0,0.1,0.025,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Duraznero (Consumo Fresco),8,165.5587,165.5587,0,0,7.39,158.1686602043,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Duraznero (Tipo Conservero),6,29.7,29.7,0,0,3.9,25.8,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Granado,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Higuera,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Kiwi,7,203.34,203.34,0,0,22.43,180.91,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Lima (o Limón Sutil),3,3.2599,3.2599,0,0,3.26,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Limón de Pica,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Limonero,14,103.689,103.689,0,0,27.1,76.589,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Mandarina,4,161.8,161.8,0,0,141.8,20,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Mango,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Manzana,3,6.454000000000001,6.454000000000001,0,0,0,6.454000000000001,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Membrillo,3,3.4999,3.4999,0,0,0,3.5,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Naranjo,10,66.988,66.988,0,0,24,42.988,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Nectarino,9,390.8781,390.8781,0,0,93.0074059315,297.8706768902,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Nogal,16,206.0132,206.0132,0,0,2.6782088015,203.3349946255,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Olivo,2,10.028,10.028,0,0,0,10.028,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Palto,19,568.59,568.59,0,0,358.25,210.34,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Pera,3,58.80900000000001,58.80900000000001,0,0,0,58.80900000000001,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Pomelo,3,3,3,0,0,0,3,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Tuna,3,2,2,0,0,0,2,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Uva de Mesa,11,728.4003,728.4003,0,0,75.8352918658,652.5650522683,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Otros Frutales,1,0.72,0.72,0,0,0,0.72,0
Región del Libertador General Bernardo O'Higgins,Las Cabras,Quinta Frutal,8,3.378,3.378,0,0,0.8,2.578,0
Región del Libertador General Bernardo O'Higgins,Machalí,Total,31,719.1695,719.1695,0,0,97.7594369156,621.4100493767,0
Región del Libertador General Bernardo O'Higgins,Machalí,Sin Clasificar,2,2,2,0,0,2,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Almendro,3,24.14,24.14,0,0,0.07,24.07,0
Región del Libertador General Bernardo O'Higgins,Machalí,Berries,1,0.075,0.075,0,0,0,0.075,0
Región del Libertador General Bernardo O'Higgins,Machalí,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Castaño,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Cerezo,9,217.1996,217.1996,0,0,62.6412225229,154.5583920493,0
Región del Libertador General Bernardo O'Higgins,Machalí,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Ciruelo Europeo,3,54,54,0,0,0,54,0
Región del Libertador General Bernardo O'Higgins,Machalí,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Clementina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Damasco,1,0.18,0.18,0,0,0.09,0.09,0
Región del Libertador General Bernardo O'Higgins,Machalí,Duraznero (Consumo Fresco),4,13.415,13.415,0,0,0.205,13.21,0
Región del Libertador General Bernardo O'Higgins,Machalí,Duraznero (Tipo Conservero),3,17.4,17.4,0,0,0,17.4,0
Región del Libertador General Bernardo O'Higgins,Machalí,Granado,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Higuera,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Kiwi,1,9.5,9.5,0,0,0,9.5,0
Región del Libertador General Bernardo O'Higgins,Machalí,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Limón de Pica,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Limonero,1,0.18,0.18,0,0,0.09,0.09,0
Región del Libertador General Bernardo O'Higgins,Machalí,Mandarina,3,42,42,0,0,0,42,0
Región del Libertador General Bernardo O'Higgins,Machalí,Mango,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Manzana,4,22.68,22.68,0,0,2.59,20.09,0
Región del Libertador General Bernardo O'Higgins,Machalí,Membrillo,1,2,2,0,0,0,2,0
Región del Libertador General Bernardo O'Higgins,Machalí,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Naranjo,1,0.18,0.18,0,0,0.09,0.09,0
Región del Libertador General Bernardo O'Higgins,Machalí,Nectarino,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Nogal,7,135.8112,135.8112,0,0,4.2574299906,131.5537548911,0
Región del Libertador General Bernardo O'Higgins,Machalí,Olivo,2,1.625,1.625,0,0,1.625,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Palto,1,0.18,0.18,0,0,0.09,0.09,0
Región del Libertador General Bernardo O'Higgins,Machalí,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Pera,2,14.54,14.54,0,0,0.02,14.52,0
Región del Libertador General Bernardo O'Higgins,Machalí,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Pomelo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Tuna,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Machalí,Uva de Mesa,4,157.5697,157.5697,0,0,23.6957844021,133.8739024363,0
Región del Libertador General Bernardo O'Higgins,Machalí,Otros Frutales,2,2.18,2.18,0,0,0.09,2.09,0
Región del Libertador General Bernardo O'Higgins,Machalí,Quinta Frutal,7,2.314,2.314,0,0,0.205,2.109,0
Región del Libertador General Bernardo O'Higgins,Malloa,Total,72,1595.14,1531.9,63.24,0,357.76,1174.64,62.74
Región del Libertador General Bernardo O'Higgins,Malloa,Sin Clasificar,6,67.2,4.8,62.4,0,0.25,4.55,62.4
Región del Libertador General Bernardo O'Higgins,Malloa,Almendro,5,23,22.5,0.5,0,8.5,14.5,0
Región del Libertador General Bernardo O'Higgins,Malloa,Berries,3,18.2,18.2,0,0,0,18.2,0
Región del Libertador General Bernardo O'Higgins,Malloa,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Castaño,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Cerezo,25,409.93,409.93,0,0,210,199.93,0
Región del Libertador General Bernardo O'Higgins,Malloa,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Ciruelo Europeo,4,56.75,56.75,0,0,0,56.75,0
Región del Libertador General Bernardo O'Higgins,Malloa,Ciruelo Japonés,3,61.4,61.4,0,0,61.4,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Clementina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Damasco,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Duraznero (Consumo Fresco),5,19.62,19.62,0,0,4.1,15.52,0
Región del Libertador General Bernardo O'Higgins,Malloa,Duraznero (Tipo Conservero),3,21.5,21.5,0,0,4,17.5,0
Región del Libertador General Bernardo O'Higgins,Malloa,Granado,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Higuera,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Kiwi,7,136.59,136.59,0,0,1.8,134.79,0
Región del Libertador General Bernardo O'Higgins,Malloa,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Limón de Pica,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Limonero,1,0.05,0.05,0,0,0,0.05,0
Región del Libertador General Bernardo O'Higgins,Malloa,Mandarina,1,7.93,7.93,0,0,0,7.93,0
Región del Libertador General Bernardo O'Higgins,Malloa,Mango,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Manzana,10,162.75,162.75,0,0,1.5,161.25,0
Región del Libertador General Bernardo O'Higgins,Malloa,Membrillo,1,11,11,0,0,0,11,0
Región del Libertador General Bernardo O'Higgins,Malloa,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Naranjo,5,51.5,51.5,0,0,3.2,48.3,0
Región del Libertador General Bernardo O'Higgins,Malloa,Nectarino,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Nogal,4,36.75,36.75,0,0,3,33.75,0
Región del Libertador General Bernardo O'Higgins,Malloa,Olivo,3,143,143,0,0,0,143,0
Región del Libertador General Bernardo O'Higgins,Malloa,Palto,7,14.65,14.65,0,0,0,14.65,0
Región del Libertador General Bernardo O'Higgins,Malloa,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Pera,4,56.24,56.24,0,0,5,51.24,0
Región del Libertador General Bernardo O'Higgins,Malloa,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Pomelo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Tuna,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Uva de Mesa,11,296.49,296.49,0,0,55.01000000000001,241.48,0
Región del Libertador General Bernardo O'Higgins,Malloa,Otros Frutales,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Malloa,Quinta Frutal,3,0.5900000000000001,0.25,0.34,0,0,0.25,0.34
Región del Libertador General Bernardo O'Higgins,Mostazal,Total,73,2996.8095,2996.8095,0,0,637.13,2359.67943515,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Sin Clasificar,3,2.7,2.7,0,0,0,2.7,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Almendro,16,327.15,327.15,0,0,55.55,271.6,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Berries,3,26.46,26.46,0,0,0,26.46,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Castaño,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Cerezo,31,1324.982,1324.982,0,0,425.66,899.322,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Ciruelo Europeo,7,128.9,128.9,0,0,5.1,123.8,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Ciruelo Japonés,5,98.3,98.3,0,0,7.4,90.9,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Clementina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Damasco,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Duraznero (Consumo Fresco),6,66.87,66.87,0,0,8.2,58.67,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Duraznero (Tipo Conservero),16,186.36,186.36,0,0,23.18,163.18,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Granado,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Higuera,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Kiwi,3,2.5001,2.5001,0,0,0,2.5,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Limón de Pica,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Limonero,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Mandarina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Mango,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Manzana,3,19,19,0,0,0,19,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Membrillo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Naranjo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Nectarino,11,229.47,229.47,0,0,79.33,150.14,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Nogal,10,360.9874,360.9874,0,0,12,348.98743515,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Olivo,1,0.1,0.1,0,0,0.1,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Palto,1,0.1,0.1,0,0,0,0.1,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Pera,3,51.5,51.5,0,0,16,35.5,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Pomelo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Tuna,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Uva de Mesa,9,170.03,170.03,0,0,3.96,166.07,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Otros Frutales,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Mostazal,Quinta Frutal,5,1.4,1.4,0,0,0.65,0.75,0
Región del Libertador General Bernardo O'Higgins,Olivar,Total,91,1547.1354,1545.3624,1.773,0,233.0739189467,1312.2888179468,1.7730355791
Región del Libertador General Bernardo O'Higgins,Olivar,Sin Clasificar,7,6.173,4.4,1.773,0,1,3.4,1.7730355791
Región del Libertador General Bernardo O'Higgins,Olivar,Almendro,2,30,30,0,0,0,30,0
Región del Libertador General Bernardo O'Higgins,Olivar,Berries,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Castaño,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Cerezo,18,359.2976,359.2976,0,0,154.0629130843,205.2345367162,0
Región del Libertador General Bernardo O'Higgins,Olivar,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Ciruelo Europeo,3,59.8937,59.8937,0,0,0,59.89375,0
Región del Libertador General Bernardo O'Higgins,Olivar,Ciruelo Japonés,3,15,15,0,0,0,15,0
Región del Libertador General Bernardo O'Higgins,Olivar,Clementina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Damasco,2,9.5,9.5,0,0,2,7.5,0
Región del Libertador General Bernardo O'Higgins,Olivar,Duraznero (Consumo Fresco),18,68.9411,68.9411,0,0,5.8,63.1412435929,0
Región del Libertador General Bernardo O'Higgins,Olivar,Duraznero (Tipo Conservero),18,56.8136,56.8136,0,0,5.8,51.0136442345,0
Región del Libertador General Bernardo O'Higgins,Olivar,Granado,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Higuera,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Kiwi,4,111.77,111.77,0,0,6,105.77,0
Región del Libertador General Bernardo O'Higgins,Olivar,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Limón de Pica,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Limonero,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Mandarina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Mango,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Manzana,34,271.8477,271.8477,0,0,2.5,269.3478023312,0
Región del Libertador General Bernardo O'Higgins,Olivar,Membrillo,2,8.5,8.5,0,0,0,8.5,0
Región del Libertador General Bernardo O'Higgins,Olivar,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Naranjo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Nectarino,37,140.329,140.329,0,0,22.5887037042,117.7402584076,0
Región del Libertador General Bernardo O'Higgins,Olivar,Nogal,6,156.4212,156.4212,0,0,4,152.42125,0
Región del Libertador General Bernardo O'Higgins,Olivar,Olivo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Palto,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Papayo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Pera,15,131.975,131.975,0,0,1.3723021582,130.6027658588,0
Región del Libertador General Bernardo O'Higgins,Olivar,Pistacho,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Pomelo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Tuna,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Uva de Mesa,5,116.4735,116.4735,0,0,27.2,89.2735668056,0
Región del Libertador General Bernardo O'Higgins,Olivar,Otros Frutales,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Olivar,Quinta Frutal,5,4.2,4.2,0,0,0.75,3.45,0
Región del Libertador General Bernardo O'Higgins,Peumo,Total,62,3353.0692,3312.7132,0.7,39.656,445.1796805385,2907.1895915694,0.7
Región del Libertador General Bernardo O'Higgins,Peumo,Sin Clasificar,8,10.1276,9.6276,0.5,0,1,8.627625,0.5
Región del Libertador General Bernardo O'Higgins,Peumo,Almendro,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Peumo,Berries,1,0.08,0.08,0,0,0,0.08,0
Región del Libertador General Bernardo O'Higgins,Peumo,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Peumo,Castaño,2,0.1024,0.1024,0,0,0,0.102375,0
Región del Libertador General Bernardo O'Higgins,Peumo,Cerezo,9,375.13,375.13,0,0,158.2500385064,216.88,0
Región del Libertador General Bernardo O'Higgins,Peumo,Chirimoyo,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Peumo,Ciruelo Europeo,4,266.436,266.436,0,0,0,266.436,0
Región del Libertador General Bernardo O'Higgins,Peumo,Ciruelo Japonés,3,66.31,66.31,0,0,5.22,61.09,0
Región del Libertador General Bernardo O'Higgins,Peumo,Clementina,0,0,0,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Peumo,Damasco,3,12.268,12.268,0,0,6.578,5.69,0
Región del Libertador General Bernardo O'Higgins,Peumo,Duraznero (Consumo Fresco),1,4.2951,4.2951,0,0,0,4.2951090996,0
