total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región Metropolitana de Santiago,Pirque,Total,59,1791.7896,1791.7896,0,0,234.47631579,1557.3132894745,0
Región Metropolitana de Santiago,Pirque,Sin Clasificar,2,3,3,0,0,0,3,0
Región Metropolitana de Santiago,Pirque,Almendro,5,19.5,19.5,0,0,1,18.5,0
Región Metropolitana de Santiago,Pirque,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Avellano Europeo,1,1.93,1.93,0,0,0,1.93,0
Región Metropolitana de Santiago,Pirque,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Cerezo,2,10.01,10.01,0,0,0,10.01,0
Región Metropolitana de Santiago,Pirque,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Ciruelo Europeo,12,221.72,221.72,0,0,1,220.72,0
Región Metropolitana de Santiago,Pirque,Ciruelo Japonés,3,22,22,0,0,0,22,0
Región Metropolitana de Santiago,Pirque,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Damasco,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Higuera,1,0.03,0.03,0,0,0,0.03,0
Región Metropolitana de Santiago,Pirque,Kiwi,3,19,19,0,0,0,19,0
Región Metropolitana de Santiago,Pirque,Lima (o Limón Sutil),1,0.16,0.16,0,0,0,0.16,0
Región Metropolitana de Santiago,Pirque,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Limonero,1,0.03,0.03,0,0,0,0.03,0
Región Metropolitana de Santiago,Pirque,Mandarina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Manzana,3,1.59,1.59,0,0,0.5,1.09,0
Región Metropolitana de Santiago,Pirque,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Naranjo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Nectarino,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Nogal,43,1425.2196,1425.2196,0,0,231.97631579,1193.2432894745,0
Región Metropolitana de Santiago,Pirque,Olivo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Palto,1,1.5,1.5,0,0,0,1.5,0
Región Metropolitana de Santiago,Pirque,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Pera,1,1,1,0,0,0,1,0
Región Metropolitana de Santiago,Pirque,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Tuna,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Uva de Mesa,4,63.6,63.6,0,0,0,63.6,0
Región Metropolitana de Santiago,Pirque,Otros Frutales,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Pirque,Quinta Frutal,1,1.5,1.5,0,0,0,1.5,0
Región Metropolitana de Santiago,San José de Maipo,Total,54,247.5604,247.4604,0.1,0,6.83368421,240.7267105255,0
Región Metropolitana de Santiago,San José de Maipo,Sin Clasificar,4,7.5704,7.5704,0,0,0.42368421,7.1467105255,0
Región Metropolitana de Santiago,San José de Maipo,Almendro,9,30.2,30.2,0,0,0.25,29.95,0
Región Metropolitana de Santiago,San José de Maipo,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Cerezo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Damasco,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Limonero,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Mandarina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Manzana,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Naranjo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Nectarino,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Nogal,21,199.6,199.6,0,0,5.65,193.95,0
Región Metropolitana de Santiago,San José de Maipo,Olivo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Palto,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Pera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Tuna,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Uva de Mesa,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Otros Frutales,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San José de Maipo,Quinta Frutal,37,10.19,10.09,0.1,0,0.51,9.68,0
Región Metropolitana de Santiago,Colina,Total,38,1842.0334,1842.0334,0,0,190.0429081027,1651.9904655426,0
Región Metropolitana de Santiago,Colina,Sin Clasificar,1,1,1,0,0,0,1,0
Región Metropolitana de Santiago,Colina,Almendro,3,30,30,0,0,0,30,0
Región Metropolitana de Santiago,Colina,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Cerezo,3,117,117,0,0,72.5,44.5,0
Región Metropolitana de Santiago,Colina,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Ciruelo Europeo,3,57.89,57.89,0,0,0,57.89,0
Región Metropolitana de Santiago,Colina,Ciruelo Japonés,1,6.5,6.5,0,0,0,6.5,0
Región Metropolitana de Santiago,Colina,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Damasco,2,7.5,7.5,0,0,0,7.5,0
Región Metropolitana de Santiago,Colina,Duraznero (Consumo Fresco),1,6,6,0,0,0,6,0
Región Metropolitana de Santiago,Colina,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Limonero,1,10,10,0,0,0,10,0
Región Metropolitana de Santiago,Colina,Mandarina,2,17,17,0,0,12,5,0
Región Metropolitana de Santiago,Colina,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Manzana,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Naranjo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Nectarino,1,6.5,6.5,0,0,0,6.5,0
Región Metropolitana de Santiago,Colina,Nogal,17,626.28,626.28,0,0,31,595.28,0
Región Metropolitana de Santiago,Colina,Olivo,3,65,65,0,0,0,65,0
Región Metropolitana de Santiago,Colina,Palto,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Pera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Tuna,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Uva de Mesa,16,890.5384,890.5384,0,0,74.5429081027,815.9954655426,0
Región Metropolitana de Santiago,Colina,Otros Frutales,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Colina,Quinta Frutal,2,0.825,0.825,0,0,0,0.825,0
Región Metropolitana de Santiago,Lampa,Total,23,1221.23,1220.73,0.5,0,63.24,1157.99,0
Región Metropolitana de Santiago,Lampa,Sin Clasificar,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Almendro,3,16,16,0,0,0,16,0
Región Metropolitana de Santiago,Lampa,Berries,1,2,2,0,0,0,2,0
Región Metropolitana de Santiago,Lampa,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Cerezo,7,179.54,179.54,0,0,36.17,143.37,0
Región Metropolitana de Santiago,Lampa,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Ciruelo Europeo,2,53.5,53.5,0,0,0,53.5,0
Región Metropolitana de Santiago,Lampa,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Damasco,1,0.1,0.1,0,0,0,0.1,0
Región Metropolitana de Santiago,Lampa,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Higuera,1,0.1,0.1,0,0,0,0.1,0
Región Metropolitana de Santiago,Lampa,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Limonero,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Mandarina,3,89.56,89.56,0,0,0,89.56,0
Región Metropolitana de Santiago,Lampa,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Manzana,1,0.1,0.1,0,0,0,0.1,0
Región Metropolitana de Santiago,Lampa,Membrillo,1,0.08,0.08,0,0,0,0.08,0
Región Metropolitana de Santiago,Lampa,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Naranjo,4,74.42,74.42,0,0,0,74.42,0
Región Metropolitana de Santiago,Lampa,Nectarino,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Nogal,5,418.67,418.67,0,0,0,418.67,0
Región Metropolitana de Santiago,Lampa,Olivo,4,10.8,10.3,0.5,0,0,10.8,0
Región Metropolitana de Santiago,Lampa,Palto,1,3,3,0,0,0,3,0
Región Metropolitana de Santiago,Lampa,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Pera,1,0.018,0.018,0,0,0,0.018,0
Región Metropolitana de Santiago,Lampa,Pistacho,1,14,14,0,0,1,13,0
Región Metropolitana de Santiago,Lampa,Pomelo,1,0.1,0.1,0,0,0,0.1,0
Región Metropolitana de Santiago,Lampa,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Tuna,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Lampa,Uva de Mesa,8,358.642,358.642,0,0,26.07,332.572,0
Región Metropolitana de Santiago,Lampa,Otros Frutales,1,0.1,0.1,0,0,0,0.1,0
Región Metropolitana de Santiago,Lampa,Quinta Frutal,1,0.5,0.5,0,0,0,0.5,0
Región Metropolitana de Santiago,Tiltil,Total,70,1609.3616,1585.2116,23.15,1,271.5270918973,1336.3345344574,1.5
Región Metropolitana de Santiago,Tiltil,Sin Clasificar,2,2.5,0,2.5,0,0,1,1.5
Región Metropolitana de Santiago,Tiltil,Almendro,1,1.5,1.5,0,0,0,1.5,0
Región Metropolitana de Santiago,Tiltil,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Cerezo,5,137.55,137.55,0,0,51,86.55,0
Región Metropolitana de Santiago,Tiltil,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Ciruelo Europeo,1,14.5,14.5,0,0,0,14.5,0
Región Metropolitana de Santiago,Tiltil,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Damasco,1,2,2,0,0,0,2,0
Región Metropolitana de Santiago,Tiltil,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Duraznero (Tipo Conservero),2,69,69,0,0,0,69,0
Región Metropolitana de Santiago,Tiltil,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Limonero,1,0.01,0.01,0,0,0,0.01,0
Región Metropolitana de Santiago,Tiltil,Mandarina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Manzana,1,8,8,0,0,0,8,0
Región Metropolitana de Santiago,Tiltil,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Naranjo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Nectarino,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Nogal,18,581.47,579.97,1.5,0,85.5,495.97,0
Región Metropolitana de Santiago,Tiltil,Olivo,13,28.66,28.51,0.15,0,2,26.66,0
Región Metropolitana de Santiago,Tiltil,Palto,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Pera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Tuna,20,190.84,172.84,18,0,34.5,156.34,0
Región Metropolitana de Santiago,Tiltil,Uva de Mesa,8,567.6016,566.6016,0,1,98.5270918973,469.0745344574,0
Región Metropolitana de Santiago,Tiltil,Otros Frutales,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Tiltil,Quinta Frutal,11,5.73,4.73,1,0,0,5.73,0
Región Metropolitana de Santiago,San Bernardo,Total,61,1808.21,1807.81,0,0.4,130.4,1677.81,0
Región Metropolitana de Santiago,San Bernardo,Sin Clasificar,4,7,7,0,0,5,2,0
Región Metropolitana de Santiago,San Bernardo,Almendro,5,56.4,56.4,0,0,0,56.4,0
Región Metropolitana de Santiago,San Bernardo,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Cerezo,10,253.68,253.68,0,0,74,179.68,0
Región Metropolitana de Santiago,San Bernardo,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Ciruelo Europeo,3,40,40,0,0,2,38,0
Región Metropolitana de Santiago,San Bernardo,Ciruelo Japonés,6,101.47,101.47,0,0,0,101.47,0
Región Metropolitana de Santiago,San Bernardo,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Damasco,3,16,16,0,0,0,16,0
Región Metropolitana de Santiago,San Bernardo,Duraznero (Consumo Fresco),2,9.8,9.8,0,0,0,9.8,0
Región Metropolitana de Santiago,San Bernardo,Duraznero (Tipo Conservero),4,13.68,13.68,0,0,0,13.68,0
Región Metropolitana de Santiago,San Bernardo,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Higuera,1,3,3,0,0,3,0,0
Región Metropolitana de Santiago,San Bernardo,Kiwi,1,1.5,1.5,0,0,0,1.5,0
Región Metropolitana de Santiago,San Bernardo,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Limonero,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Mandarina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Manzana,1,8.5,8.5,0,0,0,8.5,0
Región Metropolitana de Santiago,San Bernardo,Membrillo,2,18.1,18.1,0,0,0,18.1,0
Región Metropolitana de Santiago,San Bernardo,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Naranjo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Nectarino,2,8.3,8.3,0,0,0,8.3,0
Región Metropolitana de Santiago,San Bernardo,Nogal,31,1170.28,1170.28,0,0,30.5,1139.78,0
Región Metropolitana de Santiago,San Bernardo,Olivo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Palto,3,6.6,6.6,0,0,0,6.6,0
Región Metropolitana de Santiago,San Bernardo,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Pera,2,36.99999999999999,36.59999999999999,0,0.4,0,37,0
Región Metropolitana de Santiago,San Bernardo,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Tuna,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Uva de Mesa,4,52.4,52.4,0,0,12.9,39.5,0
Región Metropolitana de Santiago,San Bernardo,Otros Frutales,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Bernardo,Quinta Frutal,4,4.5,4.5,0,0,3,1.5,0
Región Metropolitana de Santiago,Buin,Total,151,5581.1679,5410.4679,167.7,3,929.5446200108,4483.923158853,167.7
Región Metropolitana de Santiago,Buin,Sin Clasificar,9,178.1772,10.4772,167.7,0,0,10.4771929824,167.7
Región Metropolitana de Santiago,Buin,Almendro,11,144.6,144.6,0,0,7.25,137.35,0
Región Metropolitana de Santiago,Buin,Berries,1,0.2,0.2,0,0,0,0.2,0
Región Metropolitana de Santiago,Buin,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Cerezo,40,797.0826,797.0826,0,0,385.5762636318,411.5063157894,0
Región Metropolitana de Santiago,Buin,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Ciruelo Europeo,34,694.783,694.783,0,0,30.2,664.582982456,0
Región Metropolitana de Santiago,Buin,Ciruelo Japonés,3,50.45,50.45,0,0,1.3,49.15,0
Región Metropolitana de Santiago,Buin,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Damasco,8,42.23,42.23,0,0,9.67,32.56,0
Región Metropolitana de Santiago,Buin,Duraznero (Consumo Fresco),15,73.89,73.89,0,0,0,73.89,0
Región Metropolitana de Santiago,Buin,Duraznero (Tipo Conservero),9,97.31,97.31,0,0,3,94.31,0
Región Metropolitana de Santiago,Buin,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Kiwi,3,8.9,8.9,0,0,0,8.899999999999999,0
Región Metropolitana de Santiago,Buin,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Limonero,2,0.6,0.6,0,0,0.1,0.5,0
Región Metropolitana de Santiago,Buin,Mandarina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Manzana,4,25.97,25.97,0,0,0,25.97,0
Región Metropolitana de Santiago,Buin,Membrillo,3,7.586,7.586,0,0,0,7.585964912000001,0
Región Metropolitana de Santiago,Buin,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Naranjo,2,27.4619,27.4619,0,0,0,27.461922596,0
Región Metropolitana de Santiago,Buin,Nectarino,14,198.85,198.85,0,0,29.54,169.31,0
Región Metropolitana de Santiago,Buin,Nogal,63,1556.1766,1553.1766,0,3,176.22,1379.9565387042,0
Región Metropolitana de Santiago,Buin,Olivo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Palto,15,16.08,16.08,0,0,1,15.08,0
Región Metropolitana de Santiago,Buin,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Pera,4,71.36,71.36,0,0,0,71.36,0
Región Metropolitana de Santiago,Buin,Pistacho,1,0.5,0.5,0,0,0,0.5,0
Región Metropolitana de Santiago,Buin,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Buin,Tuna,3,2.64,2.64,0,0,2.64,0,0
Región Metropolitana de Santiago,Buin,Uva de Mesa,31,1582.6206,1582.6206,0,0,283.018356379,1299.602241413,0
Región Metropolitana de Santiago,Buin,Otros Frutales,1,0.3,0.3,0,0,0,0.3,0
Región Metropolitana de Santiago,Buin,Quinta Frutal,7,3.4,3.4,0,0,0.03,3.37,0
Región Metropolitana de Santiago,Calera de Tango,Total,63,1756.7319,1748.8319,7.1,0.8,164.35,1592.2819335916,0.1
Región Metropolitana de Santiago,Calera de Tango,Sin Clasificar,4,4.6206,4.5206,0.1,0,0,4.52055,0.1
Región Metropolitana de Santiago,Calera de Tango,Almendro,4,175.55,175.55,0,0,0,175.55,0
Región Metropolitana de Santiago,Calera de Tango,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Cerezo,13,216.79,216.79,0,0,72.55,144.24,0
Región Metropolitana de Santiago,Calera de Tango,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Ciruelo Europeo,5,47.9,47.9,0,0,2.1,45.8,0
Región Metropolitana de Santiago,Calera de Tango,Ciruelo Japonés,3,37.4,37.4,0,0,0,37.4,0
Región Metropolitana de Santiago,Calera de Tango,Clementina,1,7.5,7.5,0,0,0,7.5,0
Región Metropolitana de Santiago,Calera de Tango,Damasco,2,0.09939999999999999,0.09939999999999999,0,0,0,0.09945,0
Región Metropolitana de Santiago,Calera de Tango,Duraznero (Consumo Fresco),4,69.0638,69.0638,0,0,4,65.0638383535,0
Región Metropolitana de Santiago,Calera de Tango,Duraznero (Tipo Conservero),6,39,39,0,0,0,39,0
Región Metropolitana de Santiago,Calera de Tango,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Kiwi,1,31.49,31.49,0,0,0,31.49,0
Región Metropolitana de Santiago,Calera de Tango,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Limonero,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Mandarina,1,4,4,0,0,0,4,0
Región Metropolitana de Santiago,Calera de Tango,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Manzana,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Naranjo,1,6.8,6.8,0,0,0,6.8,0
