Total Nacional - Región_0,comuna6_7_1,especie_2,número_de_upa89_3,superficie_(ha)_4,en_riego_5,en_secano_6,sin_clasificar_10_7,en_formación_11_8,en_producción_12_9,sin_clasificar_10_10
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,membrillo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,moras_murta_y_zarzaparrila,10,012,012,00,00,012,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,pera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,otros_frutales,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,quinta_frutal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,total,70,305,05,255,00,055,25,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,sin_clasificar,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,almendro,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,berries,20,06,05,01,00,00,06,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,avellano_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,castaño,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,cerezo,20,0225,00,0225,00,00,0225,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,chirimoyo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,ciruelo_europeo,30,0275,00,0275,00,00,0275,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,clementina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,damasco,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,granado,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,higuera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,kiwi,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,limón_de_pica,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,limonero,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,mandarina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,mango,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,manzana,60,1725,00,1725,00,05,1225,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,membrillo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,pera,10,0125,00,0125,00,00,0125,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,otros_frutales,10,01,00,01,00,005,005,00
Región de Aysén del General Carlos Ibáñez del Campo,aysén,quinta_frutal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,total,150,97,025,945,00,05,92,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,sin_clasificar,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,almendro,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,berries,30,235,025,21,00,00,235,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,avellano_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,castaño,10,01,00,01,00,00,01,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,cerezo,30,03,00,03,00,01,02,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,chirimoyo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,ciruelo_europeo,30,04,00,04,00,01,03,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,clementina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,damasco,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,granado,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,higuera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,kiwi,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,limón_de_pica,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,limonero,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,mandarina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,mango,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,manzana,120,57,00,57,00,03,54,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,membrillo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,moras_murta_y_zarzaparrila,10,025,00,025,00,00,025,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,pera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,otros_frutales,10,01,00,01,00,00,01,00
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,quinta_frutal,10,05,00,05,00,00,05,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,total,230,8352,4425,3927,00,10,7352,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,sin_clasificar,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,almendro,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,berries,30,1075,1075,00,00,05,0575,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,avellano_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,castaño,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,cerezo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,chirimoyo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,ciruelo_europeo,10,05,00,05,00,00,05,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,clementina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,damasco,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,granado,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,higuera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,kiwi,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,limón_de_pica,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,limonero,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,mandarina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,mango,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,manzana,50,335,335,00,00,05,285,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,membrillo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,pera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,otros_frutales,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,quinta_frutal,140,3427,00,3427,00,00,3427,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,total,70,162,162,00,00,0885,0735,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,sin_clasificar,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,almendro,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,berries,30,012,012,00,00,007,005,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,avellano_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,castaño,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,cerezo,20,013,013,00,00,013,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,chirimoyo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,ciruelo_europeo,60,047,047,00,00,026,021,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,clementina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,damasco,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,granado,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,higuera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,kiwi,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,limón_de_pica,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,limonero,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,mandarina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,mango,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,manzana,20,03,03,00,00,03,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,membrillo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,moras_murta_y_zarzaparrila,20,006000000000000001,006000000000000001,00,00,001,005,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,pera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,uva_de_mesa,10,005,005,00,00,00,005,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,otros_frutales,50,049,049,00,00,0115,0375,00
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,quinta_frutal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,total,720,252205,249495,271,00,2908,223125,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,sin_clasificar,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,almendro,10,05,05,00,00,05,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,berries,130,1238,1236,0002,00,005,1188,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,avellano_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,castaño,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,cerezo,300,224202,2235,0702,00,2773,196472,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,chirimoyo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,ciruelo_japonés,20,0202,00,0202,00,00,0202,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,clementina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,damasco,20,075,075,00,00,00,075,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,duraznero_(tipo_conservero),10,03,03,00,00,03,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,granado,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,higuera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,kiwi,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,limón_de_pica,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,limonero,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,mandarina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,mango,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,manzana,280,11864,10962,0902,00,01,11764,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,membrillo,10,005,005,00,00,00,005,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,moras_murta_y_zarzaparrila,20,01,01,00,00,00,01,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,pera,40,125,105,02,00,00,125,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,otros_frutales,60,04420000000000001,024,0202,00,00,0442,00
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,quinta_frutal,270,11307,10807,05,00,04,10907,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,total,460,20564,12465,8099,00,334,16224,10
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,sin_clasificar,10,10,00,10,00,00,00,10
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,almendro,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,berries,60,2975,1975,10,00,06000000000000001,2375,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,avellano_europeo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,castaño,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,cerezo,130,1691,1164,0527,00,0103,1588,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,chirimoyo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,ciruelo_europeo,110,06619999999999999,0303,0359,00,0004,0658,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,ciruelo_japonés,20,035,035,00,00,00,035,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,clementina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,damasco,40,0875,0875,00,00,035,0525,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,granado,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,higuera,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,kiwi,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,limón_de_pica,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,limonero,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,mandarina,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,mango,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,manzana,230,8399000000000001,5872,2527,00,1532,6867,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,membrillo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,naranjo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,nectarino,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,nogal,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,olivo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,palto,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,papayo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,pera,20,05,05,00,00,00,05,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,pistacho,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,pomelo,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,tuna,00,00,00,00,00,00,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,uva_de_mesa,20,075,075,00,00,075,00,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,otros_frutales,50,0682,0676,0006,00,0001,0681,00
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,quinta_frutal,70,268,00,268,00,00,268,00
Región de Magallanes y de la Antártica Chilena,total_región,total,310,6292,6016,0276,00,1225,5067,00
Región de Magallanes y de la Antártica Chilena,total_región,sin_clasificar,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,almendro,10,002,00,002,00,002,00,00
Región de Magallanes y de la Antártica Chilena,total_región,berries,290,6009,5967000000000001,0042,00,1169,484,00
Región de Magallanes y de la Antártica Chilena,total_región,avellano_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,castaño,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,cerezo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,chirimoyo,00,00,00,00,00,00,00,00
