Total Nacional - Región_0,comuna6_7_1,especie_2,número_de_upa89_3,superficie_(ha)_4,en_riego_5,en_secano_6,sin_clasificar_10_7,en_formación_11_8,en_producción_12_9,sin_clasificar_10_10
Región de Magallanes y de la Antártica Chilena,total_región,ciruelo_europeo,20,006,004,002,00,002,004,00
Región de Magallanes y de la Antártica Chilena,total_región,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,clementina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,damasco,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,granado,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,higuera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,kiwi,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,limón_de_pica,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,limonero,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,mandarina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,mango,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,manzana,10,001,00,001,00,00,001,00
Región de Magallanes y de la Antártica Chilena,total_región,membrillo,10,001,00,001,00,001,00,00
Región de Magallanes y de la Antártica Chilena,total_región,moras_murta_y_zarzaparrila,10,008,00,008,00,00,008,00
Región de Magallanes y de la Antártica Chilena,total_región,naranjo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,nectarino,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,nogal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,olivo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,palto,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,papayo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,pera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,pistacho,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,pomelo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,tuna,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,total_región,otros_frutales,60,0103,0009000000000000001,0094,00,0006,0097,00
Región de Magallanes y de la Antártica Chilena,total_región,quinta_frutal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,total,160,456,4289,0271,00,0785,3775,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,sin_clasificar,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,almendro,10,002,00,002,00,002,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,berries,150,4285,4246,0039,00,0735,355,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,avellano_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,castaño,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,cerezo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,chirimoyo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,ciruelo_europeo,20,006,004,002,00,002,004,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,clementina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,damasco,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,granado,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,higuera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,kiwi,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,limón_de_pica,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,limonero,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,mandarina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,mango,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,manzana,10,001,00,001,00,00,001,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,membrillo,10,001,00,001,00,001,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,moras_murta_y_zarzaparrila,10,008,00,008,00,00,008,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,naranjo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,nectarino,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,nogal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,olivo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,palto,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,papayo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,pera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,pistacho,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,pomelo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,tuna,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,otros_frutales,40,009500000000000001,0003,009200000000000001,00,00,0095,00
Región de Magallanes y de la Antártica Chilena,punta_arenas,quinta_frutal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,total,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,sin_clasificar,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,almendro,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,berries,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,avellano_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,castaño,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,cerezo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,chirimoyo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,clementina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,damasco,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,granado,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,higuera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,kiwi,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,limón_de_pica,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,limonero,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,mandarina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,mango,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,manzana,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,membrillo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,naranjo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,nectarino,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,nogal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,olivo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,palto,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,papayo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,pera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,pistacho,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,pomelo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,tuna,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,otros_frutales,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,laguna_blanca,quinta_frutal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,total,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,sin_clasificar,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,almendro,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,berries,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,avellano_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,castaño,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,cerezo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,chirimoyo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,clementina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,damasco,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,granado,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,higuera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,kiwi,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,limón_de_pica,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,limonero,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,mandarina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,mango,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,manzana,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,membrillo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,naranjo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,nectarino,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,nogal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,olivo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,palto,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,papayo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,pera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,pistacho,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,pomelo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,tuna,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,otros_frutales,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,río_verde,quinta_frutal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,total,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,sin_clasificar,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,almendro,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,berries,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,avellano_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,castaño,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,cerezo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,chirimoyo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,clementina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,damasco,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,granado,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,higuera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,kiwi,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,limón_de_pica,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,limonero,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,mandarina,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,mango,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,manzana,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,membrillo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,naranjo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,nectarino,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,nogal,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,olivo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,palto,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,papayo,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,pera,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,pistacho,00,00,00,00,00,00,00,00
Región de Magallanes y de la Antártica Chilena,san_gregorio,pomelo,00,00,00,00,00,00,00,00
