total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región de Tarapacá,Total Región,Luma,0,0
Región de Tarapacá,Total Región,Luma de Más Afuera,0,0
Región de Tarapacá,Total Región,Maitén,0,0
Región de Tarapacá,Total Región,Mañío de Hojas Cortas,0,0
Región de Tarapacá,Total Región,Mañío de Hojas Largas,0,0
Región de Tarapacá,Total Región,Mañío de Hojas Punzantes,0,0
Región de Tarapacá,Total Región,Mardoño,0,0
Región de Tarapacá,Total Región,Melí,0,0
Región de Tarapacá,Total Región,Molle,0,0
Región de Tarapacá,Total Región,Naranjillo,0,0
Región de Tarapacá,Total Región,Notro,0,0
Región de Tarapacá,Total Región,Ñirre,0,0
Región de Tarapacá,Total Región,Olivillo,0,0
Región de Tarapacá,Total Región,Palma Chilena,0,0
Región de Tarapacá,Total Región,Patagua,0,0
Región de Tarapacá,Total Región,Pelu,0,0
Región de Tarapacá,Total Región,Peumo,0,0
Región de Tarapacá,Total Región,Picha-Picha,0,0
Región de Tarapacá,Total Región,Pimiento,1,0.01
Región de Tarapacá,Total Región,Pitra,0,0
Región de Tarapacá,Total Región,Polizón,0,0
Región de Tarapacá,Total Región,Queñoa,0,0
Región de Tarapacá,Total Región,Queñoa de Altura,1,9949.76
Región de Tarapacá,Total Región,Queule,0,0
Región de Tarapacá,Total Región,Quillay,0,0
Región de Tarapacá,Total Región,Radal,0,0
Región de Tarapacá,Total Región,Rarán,0,0
Región de Tarapacá,Total Región,Raulí,0,0
Región de Tarapacá,Total Región,Roble,0,0
Región de Tarapacá,Total Región,Roble Blanco,0,0
Región de Tarapacá,Total Región,Ruil,0,0
Región de Tarapacá,Total Región,Sándalo,0,0
Región de Tarapacá,Total Región,Sauce Amargo,0,0
Región de Tarapacá,Total Región,Sauco,0,0
Región de Tarapacá,Total Región,Tamarugo,19,3905.949
Región de Tarapacá,Total Región,Tara,0,0
Región de Tarapacá,Total Región,Tayu,0,0
Región de Tarapacá,Total Región,Tepa,0,0
Región de Tarapacá,Total Región,Tiaca,0,0
Región de Tarapacá,Total Región,Tineo,0,0
Región de Tarapacá,Total Región,Trevo,0,0
Región de Tarapacá,Total Región,Ulmo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Total,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Sin clasificar,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Alerce,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Algarrobo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Algarrobo del Norte,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Araucaria,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Arrayán,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Avellanillo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Avellano,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Belloto del Norte,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Belloto del Sur,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Boldo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Canelo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Carbonillo o Carbón,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Chañar,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Ciprés de La Cordillera,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Ciprés de Las Guaitecas,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Coigüe,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Coigüe de Chiloé,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Coigüe de Magallanes,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Culén,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Espino,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Fuinque,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Huala,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Hualo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Huayún,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Huella,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Huingán,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Laurel,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Lenga,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Leña Dura,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Lingue,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Lingue del Norte,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Litre,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Lleuque,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Luma,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Luma de Más Afuera,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Maitén,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Mañío de Hojas Cortas,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Mañío de Hojas Largas,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Mañío de Hojas Punzantes,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Mardoño,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Melí,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Molle,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Naranjillo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Notro,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Ñirre,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Olivillo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Palma Chilena,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Patagua,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Pelu,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Peumo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Picha-Picha,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Pimiento,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Pitra,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Polizón,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Queñoa,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Queñoa de Altura,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Queule,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Quillay,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Radal,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Rarán,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Raulí,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Roble,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Roble Blanco,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Ruil,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Sándalo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Sauce Amargo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Sauco,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Tamarugo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Tara,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Tayu,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Tepa,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Tiaca,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Tineo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Trevo,0,0
Región de Tarapacá,Iquique/Alto Hospicio,Ulmo,0,0
Región de Tarapacá,Pozo Almonte,Total,23,3797.321
Región de Tarapacá,Pozo Almonte,Sin clasificar,1,10.08
Región de Tarapacá,Pozo Almonte,Alerce,0,0
Región de Tarapacá,Pozo Almonte,Algarrobo,1,1
Región de Tarapacá,Pozo Almonte,Algarrobo del Norte,2,7.282
Región de Tarapacá,Pozo Almonte,Araucaria,0,0
Región de Tarapacá,Pozo Almonte,Arrayán,0,0
Región de Tarapacá,Pozo Almonte,Avellanillo,0,0
Región de Tarapacá,Pozo Almonte,Avellano,0,0
Región de Tarapacá,Pozo Almonte,Belloto del Norte,0,0
Región de Tarapacá,Pozo Almonte,Belloto del Sur,0,0
Región de Tarapacá,Pozo Almonte,Boldo,0,0
Región de Tarapacá,Pozo Almonte,Canelo,0,0
Región de Tarapacá,Pozo Almonte,Carbonillo o Carbón,0,0
Región de Tarapacá,Pozo Almonte,Chañar,1,1
Región de Tarapacá,Pozo Almonte,Ciprés de La Cordillera,0,0
Región de Tarapacá,Pozo Almonte,Ciprés de Las Guaitecas,0,0
Región de Tarapacá,Pozo Almonte,Coigüe,0,0
Región de Tarapacá,Pozo Almonte,Coigüe de Chiloé,0,0
Región de Tarapacá,Pozo Almonte,Coigüe de Magallanes,0,0
Región de Tarapacá,Pozo Almonte,Culén,0,0
Región de Tarapacá,Pozo Almonte,Espino,0,0
Región de Tarapacá,Pozo Almonte,Fuinque,0,0
Región de Tarapacá,Pozo Almonte,Huala,0,0
Región de Tarapacá,Pozo Almonte,Hualo,0,0
Región de Tarapacá,Pozo Almonte,Huayún,0,0
Región de Tarapacá,Pozo Almonte,Huella,0,0
Región de Tarapacá,Pozo Almonte,Huingán,0,0
Región de Tarapacá,Pozo Almonte,Laurel,0,0
Región de Tarapacá,Pozo Almonte,Lenga,0,0
Región de Tarapacá,Pozo Almonte,Leña Dura,0,0
Región de Tarapacá,Pozo Almonte,Lingue,0,0
Región de Tarapacá,Pozo Almonte,Lingue del Norte,0,0
Región de Tarapacá,Pozo Almonte,Litre,0,0
Región de Tarapacá,Pozo Almonte,Lleuque,0,0
Región de Tarapacá,Pozo Almonte,Luma,0,0
Región de Tarapacá,Pozo Almonte,Luma de Más Afuera,0,0
Región de Tarapacá,Pozo Almonte,Maitén,0,0
Región de Tarapacá,Pozo Almonte,Mañío de Hojas Cortas,0,0
Región de Tarapacá,Pozo Almonte,Mañío de Hojas Largas,0,0
Región de Tarapacá,Pozo Almonte,Mañío de Hojas Punzantes,0,0
Región de Tarapacá,Pozo Almonte,Mardoño,0,0
Región de Tarapacá,Pozo Almonte,Melí,0,0
Región de Tarapacá,Pozo Almonte,Molle,0,0
Región de Tarapacá,Pozo Almonte,Naranjillo,0,0
Región de Tarapacá,Pozo Almonte,Notro,0,0
Región de Tarapacá,Pozo Almonte,Ñirre,0,0
Región de Tarapacá,Pozo Almonte,Olivillo,0,0
Región de Tarapacá,Pozo Almonte,Palma Chilena,0,0
Región de Tarapacá,Pozo Almonte,Patagua,0,0
Región de Tarapacá,Pozo Almonte,Pelu,0,0
Región de Tarapacá,Pozo Almonte,Peumo,0,0
Región de Tarapacá,Pozo Almonte,Picha-Picha,0,0
Región de Tarapacá,Pozo Almonte,Pimiento,1,0.01
Región de Tarapacá,Pozo Almonte,Pitra,0,0
Región de Tarapacá,Pozo Almonte,Polizón,0,0
Región de Tarapacá,Pozo Almonte,Queñoa,0,0
Región de Tarapacá,Pozo Almonte,Queñoa de Altura,0,0
Región de Tarapacá,Pozo Almonte,Queule,0,0
Región de Tarapacá,Pozo Almonte,Quillay,0,0
Región de Tarapacá,Pozo Almonte,Radal,0,0
Región de Tarapacá,Pozo Almonte,Rarán,0,0
Región de Tarapacá,Pozo Almonte,Raulí,0,0
Región de Tarapacá,Pozo Almonte,Roble,0,0
Región de Tarapacá,Pozo Almonte,Roble Blanco,0,0
Región de Tarapacá,Pozo Almonte,Ruil,0,0
Región de Tarapacá,Pozo Almonte,Sándalo,0,0
Región de Tarapacá,Pozo Almonte,Sauce Amargo,0,0
Región de Tarapacá,Pozo Almonte,Sauco,0,0
Región de Tarapacá,Pozo Almonte,Tamarugo,18,3777.949
Región de Tarapacá,Pozo Almonte,Tara,0,0
Región de Tarapacá,Pozo Almonte,Tayu,0,0
Región de Tarapacá,Pozo Almonte,Tepa,0,0
Región de Tarapacá,Pozo Almonte,Tiaca,0,0
Región de Tarapacá,Pozo Almonte,Tineo,0,0
Región de Tarapacá,Pozo Almonte,Trevo,0,0
Región de Tarapacá,Pozo Almonte,Ulmo,0,0
Región de Tarapacá,Camiña,Total,0,0
Región de Tarapacá,Camiña,Sin clasificar,0,0
Región de Tarapacá,Camiña,Alerce,0,0
Región de Tarapacá,Camiña,Algarrobo,0,0
Región de Tarapacá,Camiña,Algarrobo del Norte,0,0
Región de Tarapacá,Camiña,Araucaria,0,0
Región de Tarapacá,Camiña,Arrayán,0,0
Región de Tarapacá,Camiña,Avellanillo,0,0
Región de Tarapacá,Camiña,Avellano,0,0
Región de Tarapacá,Camiña,Belloto del Norte,0,0
Región de Tarapacá,Camiña,Belloto del Sur,0,0
Región de Tarapacá,Camiña,Boldo,0,0
Región de Tarapacá,Camiña,Canelo,0,0
Región de Tarapacá,Camiña,Carbonillo o Carbón,0,0
Región de Tarapacá,Camiña,Chañar,0,0
Región de Tarapacá,Camiña,Ciprés de La Cordillera,0,0
Región de Tarapacá,Camiña,Ciprés de Las Guaitecas,0,0
Región de Tarapacá,Camiña,Coigüe,0,0
Región de Tarapacá,Camiña,Coigüe de Chiloé,0,0
Región de Tarapacá,Camiña,Coigüe de Magallanes,0,0
Región de Tarapacá,Camiña,Culén,0,0
Región de Tarapacá,Camiña,Espino,0,0
Región de Tarapacá,Camiña,Fuinque,0,0
Región de Tarapacá,Camiña,Huala,0,0
Región de Tarapacá,Camiña,Hualo,0,0
Región de Tarapacá,Camiña,Huayún,0,0
Región de Tarapacá,Camiña,Huella,0,0
Región de Tarapacá,Camiña,Huingán,0,0
Región de Tarapacá,Camiña,Laurel,0,0
Región de Tarapacá,Camiña,Lenga,0,0
Región de Tarapacá,Camiña,Leña Dura,0,0
Región de Tarapacá,Camiña,Lingue,0,0
Región de Tarapacá,Camiña,Lingue del Norte,0,0
Región de Tarapacá,Camiña,Litre,0,0
Región de Tarapacá,Camiña,Lleuque,0,0
Región de Tarapacá,Camiña,Luma,0,0
Región de Tarapacá,Camiña,Luma de Más Afuera,0,0
Región de Tarapacá,Camiña,Maitén,0,0
Región de Tarapacá,Camiña,Mañío de Hojas Cortas,0,0
Región de Tarapacá,Camiña,Mañío de Hojas Largas,0,0
Región de Tarapacá,Camiña,Mañío de Hojas Punzantes,0,0
Región de Tarapacá,Camiña,Mardoño,0,0
Región de Tarapacá,Camiña,Melí,0,0
Región de Tarapacá,Camiña,Molle,0,0
Región de Tarapacá,Camiña,Naranjillo,0,0
Región de Tarapacá,Camiña,Notro,0,0
Región de Tarapacá,Camiña,Ñirre,0,0
Región de Tarapacá,Camiña,Olivillo,0,0
Región de Tarapacá,Camiña,Palma Chilena,0,0
Región de Tarapacá,Camiña,Patagua,0,0
Región de Tarapacá,Camiña,Pelu,0,0
Región de Tarapacá,Camiña,Peumo,0,0
Región de Tarapacá,Camiña,Picha-Picha,0,0
Región de Tarapacá,Camiña,Pimiento,0,0
Región de Tarapacá,Camiña,Pitra,0,0
Región de Tarapacá,Camiña,Polizón,0,0
Región de Tarapacá,Camiña,Queñoa,0,0
Región de Tarapacá,Camiña,Queñoa de Altura,0,0
Región de Tarapacá,Camiña,Queule,0,0
Región de Tarapacá,Camiña,Quillay,0,0
Región de Tarapacá,Camiña,Radal,0,0
Región de Tarapacá,Camiña,Rarán,0,0
Región de Tarapacá,Camiña,Raulí,0,0
Región de Tarapacá,Camiña,Roble,0,0
Región de Tarapacá,Camiña,Roble Blanco,0,0
Región de Tarapacá,Camiña,Ruil,0,0
Región de Tarapacá,Camiña,Sándalo,0,0
Región de Tarapacá,Camiña,Sauce Amargo,0,0
Región de Tarapacá,Camiña,Sauco,0,0
Región de Tarapacá,Camiña,Tamarugo,0,0
Región de Tarapacá,Camiña,Tara,0,0
Región de Tarapacá,Camiña,Tayu,0,0
Región de Tarapacá,Camiña,Tepa,0,0
Región de Tarapacá,Camiña,Tiaca,0,0
Región de Tarapacá,Camiña,Tineo,0,0
Región de Tarapacá,Camiña,Trevo,0,0
Región de Tarapacá,Camiña,Ulmo,0,0
Región de Tarapacá,Colchane,Total,0,0
Región de Tarapacá,Colchane,Sin clasificar,0,0
Región de Tarapacá,Colchane,Alerce,0,0
Región de Tarapacá,Colchane,Algarrobo,0,0
Región de Tarapacá,Colchane,Algarrobo del Norte,0,0
Región de Tarapacá,Colchane,Araucaria,0,0
Región de Tarapacá,Colchane,Arrayán,0,0
Región de Tarapacá,Colchane,Avellanillo,0,0
Región de Tarapacá,Colchane,Avellano,0,0
Región de Tarapacá,Colchane,Belloto del Norte,0,0
Región de Tarapacá,Colchane,Belloto del Sur,0,0
Región de Tarapacá,Colchane,Boldo,0,0
Región de Tarapacá,Colchane,Canelo,0,0
Región de Tarapacá,Colchane,Carbonillo o Carbón,0,0
Región de Tarapacá,Colchane,Chañar,0,0
Región de Tarapacá,Colchane,Ciprés de La Cordillera,0,0
Región de Tarapacá,Colchane,Ciprés de Las Guaitecas,0,0
Región de Tarapacá,Colchane,Coigüe,0,0
Región de Tarapacá,Colchane,Coigüe de Chiloé,0,0
Región de Tarapacá,Colchane,Coigüe de Magallanes,0,0
Región de Tarapacá,Colchane,Culén,0,0
Región de Tarapacá,Colchane,Espino,0,0
Región de Tarapacá,Colchane,Fuinque,0,0
Región de Tarapacá,Colchane,Huala,0,0
Región de Tarapacá,Colchane,Hualo,0,0
Región de Tarapacá,Colchane,Huayún,0,0
Región de Tarapacá,Colchane,Huella,0,0
Región de Tarapacá,Colchane,Huingán,0,0
Región de Tarapacá,Colchane,Laurel,0,0
Región de Tarapacá,Colchane,Lenga,0,0
Región de Tarapacá,Colchane,Leña Dura,0,0
Región de Tarapacá,Colchane,Lingue,0,0
Región de Tarapacá,Colchane,Lingue del Norte,0,0
Región de Tarapacá,Colchane,Litre,0,0
Región de Tarapacá,Colchane,Lleuque,0,0
Región de Tarapacá,Colchane,Luma,0,0
Región de Tarapacá,Colchane,Luma de Más Afuera,0,0
Región de Tarapacá,Colchane,Maitén,0,0
Región de Tarapacá,Colchane,Mañío de Hojas Cortas,0,0
Región de Tarapacá,Colchane,Mañío de Hojas Largas,0,0
Región de Tarapacá,Colchane,Mañío de Hojas Punzantes,0,0
Región de Tarapacá,Colchane,Mardoño,0,0
Región de Tarapacá,Colchane,Melí,0,0
Región de Tarapacá,Colchane,Molle,0,0
Región de Tarapacá,Colchane,Naranjillo,0,0
Región de Tarapacá,Colchane,Notro,0,0
Región de Tarapacá,Colchane,Ñirre,0,0
Región de Tarapacá,Colchane,Olivillo,0,0
Región de Tarapacá,Colchane,Palma Chilena,0,0
Región de Tarapacá,Colchane,Patagua,0,0
Región de Tarapacá,Colchane,Pelu,0,0
Región de Tarapacá,Colchane,Peumo,0,0
Región de Tarapacá,Colchane,Picha-Picha,0,0
Región de Tarapacá,Colchane,Pimiento,0,0
Región de Tarapacá,Colchane,Pitra,0,0
Región de Tarapacá,Colchane,Polizón,0,0
Región de Tarapacá,Colchane,Queñoa,0,0
Región de Tarapacá,Colchane,Queñoa de Altura,0,0
Región de Tarapacá,Colchane,Queule,0,0
Región de Tarapacá,Colchane,Quillay,0,0
Región de Tarapacá,Colchane,Radal,0,0
Región de Tarapacá,Colchane,Rarán,0,0
Región de Tarapacá,Colchane,Raulí,0,0
Región de Tarapacá,Colchane,Roble,0,0
Región de Tarapacá,Colchane,Roble Blanco,0,0
Región de Tarapacá,Colchane,Ruil,0,0
Región de Tarapacá,Colchane,Sándalo,0,0
Región de Tarapacá,Colchane,Sauce Amargo,0,0
Región de Tarapacá,Colchane,Sauco,0,0
Región de Tarapacá,Colchane,Tamarugo,0,0
Región de Tarapacá,Colchane,Tara,0,0
Región de Tarapacá,Colchane,Tayu,0,0
Región de Tarapacá,Colchane,Tepa,0,0
Región de Tarapacá,Colchane,Tiaca,0,0
Región de Tarapacá,Colchane,Tineo,0,0
Región de Tarapacá,Colchane,Trevo,0,0
Región de Tarapacá,Colchane,Ulmo,0,0
Región de Tarapacá,Huara,Total,1,9611.75
Región de Tarapacá,Huara,Sin clasificar,0,0
Región de Tarapacá,Huara,Alerce,0,0
Región de Tarapacá,Huara,Algarrobo,0,0
Región de Tarapacá,Huara,Algarrobo del Norte,0,0
Región de Tarapacá,Huara,Araucaria,0,0
Región de Tarapacá,Huara,Arrayán,0,0
Región de Tarapacá,Huara,Avellanillo,0,0
Región de Tarapacá,Huara,Avellano,0,0
Región de Tarapacá,Huara,Belloto del Norte,0,0
Región de Tarapacá,Huara,Belloto del Sur,0,0
Región de Tarapacá,Huara,Boldo,0,0
Región de Tarapacá,Huara,Canelo,0,0
Región de Tarapacá,Huara,Carbonillo o Carbón,0,0
Región de Tarapacá,Huara,Chañar,0,0
Región de Tarapacá,Huara,Ciprés de La Cordillera,0,0
Región de Tarapacá,Huara,Ciprés de Las Guaitecas,0,0
Región de Tarapacá,Huara,Coigüe,0,0
Región de Tarapacá,Huara,Coigüe de Chiloé,0,0
Región de Tarapacá,Huara,Coigüe de Magallanes,0,0
Región de Tarapacá,Huara,Culén,0,0
Región de Tarapacá,Huara,Espino,0,0
Región de Tarapacá,Huara,Fuinque,0,0
Región de Tarapacá,Huara,Huala,0,0
Región de Tarapacá,Huara,Hualo,0,0
Región de Tarapacá,Huara,Huayún,0,0
Región de Tarapacá,Huara,Huella,0,0
Región de Tarapacá,Huara,Huingán,0,0
Región de Tarapacá,Huara,Laurel,0,0
Región de Tarapacá,Huara,Lenga,0,0
Región de Tarapacá,Huara,Leña Dura,0,0
