total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región de Antofagasta,San Pedro de Atacama,Roble,0,0
Región de Antofagasta,San Pedro de Atacama,Roble Blanco,0,0
Región de Antofagasta,San Pedro de Atacama,Ruil,0,0
Región de Antofagasta,San Pedro de Atacama,Sándalo,0,0
Región de Antofagasta,San Pedro de Atacama,Sauce Amargo,0,0
Región de Antofagasta,San Pedro de Atacama,Sauco,0,0
Región de Antofagasta,San Pedro de Atacama,Tamarugo,1,0.3
Región de Antofagasta,San Pedro de Atacama,Tara,0,0
Región de Antofagasta,San Pedro de Atacama,Tayu,0,0
Región de Antofagasta,San Pedro de Atacama,Tepa,0,0
Región de Antofagasta,San Pedro de Atacama,Tiaca,0,0
Región de Antofagasta,San Pedro de Atacama,Tineo,0,0
Región de Antofagasta,San Pedro de Atacama,Trevo,0,0
Región de Antofagasta,San Pedro de Atacama,Ulmo,0,0
Región de Antofagasta,Calama/Ollagüe,Total,2,0.5
Región de Antofagasta,Calama/Ollagüe,Sin clasificar,0,0
Región de Antofagasta,Calama/Ollagüe,Alerce,0,0
Región de Antofagasta,Calama/Ollagüe,Algarrobo,1,0.1
Región de Antofagasta,Calama/Ollagüe,Algarrobo del Norte,1,0.4
Región de Antofagasta,Calama/Ollagüe,Araucaria,0,0
Región de Antofagasta,Calama/Ollagüe,Arrayán,0,0
Región de Antofagasta,Calama/Ollagüe,Avellanillo,0,0
Región de Antofagasta,Calama/Ollagüe,Avellano,0,0
Región de Antofagasta,Calama/Ollagüe,Belloto del Norte,0,0
Región de Antofagasta,Calama/Ollagüe,Belloto del Sur,0,0
Región de Antofagasta,Calama/Ollagüe,Boldo,0,0
Región de Antofagasta,Calama/Ollagüe,Canelo,0,0
Región de Antofagasta,Calama/Ollagüe,Carbonillo o Carbón,0,0
Región de Antofagasta,Calama/Ollagüe,Chañar,0,0
Región de Antofagasta,Calama/Ollagüe,Ciprés de La Cordillera,0,0
Región de Antofagasta,Calama/Ollagüe,Ciprés de Las Guaitecas,0,0
Región de Antofagasta,Calama/Ollagüe,Coigüe,0,0
Región de Antofagasta,Calama/Ollagüe,Coigüe de Chiloé,0,0
Región de Antofagasta,Calama/Ollagüe,Coigüe de Magallanes,0,0
Región de Antofagasta,Calama/Ollagüe,Culén,0,0
Región de Antofagasta,Calama/Ollagüe,Espino,0,0
Región de Antofagasta,Calama/Ollagüe,Fuinque,0,0
Región de Antofagasta,Calama/Ollagüe,Huala,0,0
Región de Antofagasta,Calama/Ollagüe,Hualo,0,0
Región de Antofagasta,Calama/Ollagüe,Huayún,0,0
Región de Antofagasta,Calama/Ollagüe,Huella,0,0
Región de Antofagasta,Calama/Ollagüe,Huingán,0,0
Región de Antofagasta,Calama/Ollagüe,Laurel,0,0
Región de Antofagasta,Calama/Ollagüe,Lenga,0,0
Región de Antofagasta,Calama/Ollagüe,Leña Dura,0,0
Región de Antofagasta,Calama/Ollagüe,Lingue,0,0
Región de Antofagasta,Calama/Ollagüe,Lingue del Norte,0,0
Región de Antofagasta,Calama/Ollagüe,Litre,0,0
Región de Antofagasta,Calama/Ollagüe,Lleuque,0,0
Región de Antofagasta,Calama/Ollagüe,Luma,0,0
Región de Antofagasta,Calama/Ollagüe,Luma de Más Afuera,0,0
Región de Antofagasta,Calama/Ollagüe,Maitén,0,0
Región de Antofagasta,Calama/Ollagüe,Mañío de Hojas Cortas,0,0
Región de Antofagasta,Calama/Ollagüe,Mañío de Hojas Largas,0,0
Región de Antofagasta,Calama/Ollagüe,Mañío de Hojas Punzantes,0,0
Región de Antofagasta,Calama/Ollagüe,Mardoño,0,0
Región de Antofagasta,Calama/Ollagüe,Melí,0,0
Región de Antofagasta,Calama/Ollagüe,Molle,0,0
Región de Antofagasta,Calama/Ollagüe,Naranjillo,0,0
Región de Antofagasta,Calama/Ollagüe,Notro,0,0
Región de Antofagasta,Calama/Ollagüe,Ñirre,0,0
Región de Antofagasta,Calama/Ollagüe,Olivillo,0,0
Región de Antofagasta,Calama/Ollagüe,Palma Chilena,0,0
Región de Antofagasta,Calama/Ollagüe,Patagua,0,0
Región de Antofagasta,Calama/Ollagüe,Pelu,0,0
Región de Antofagasta,Calama/Ollagüe,Peumo,0,0
Región de Antofagasta,Calama/Ollagüe,Picha-Picha,0,0
Región de Antofagasta,Calama/Ollagüe,Pimiento,0,0
Región de Antofagasta,Calama/Ollagüe,Pitra,0,0
Región de Antofagasta,Calama/Ollagüe,Polizón,0,0
Región de Antofagasta,Calama/Ollagüe,Queñoa,0,0
Región de Antofagasta,Calama/Ollagüe,Queñoa de Altura,0,0
Región de Antofagasta,Calama/Ollagüe,Queule,0,0
Región de Antofagasta,Calama/Ollagüe,Quillay,0,0
Región de Antofagasta,Calama/Ollagüe,Radal,0,0
Región de Antofagasta,Calama/Ollagüe,Rarán,0,0
Región de Antofagasta,Calama/Ollagüe,Raulí,0,0
Región de Antofagasta,Calama/Ollagüe,Roble,0,0
Región de Antofagasta,Calama/Ollagüe,Roble Blanco,0,0
Región de Antofagasta,Calama/Ollagüe,Ruil,0,0
Región de Antofagasta,Calama/Ollagüe,Sándalo,0,0
Región de Antofagasta,Calama/Ollagüe,Sauce Amargo,0,0
Región de Antofagasta,Calama/Ollagüe,Sauco,0,0
Región de Antofagasta,Calama/Ollagüe,Tamarugo,0,0
Región de Antofagasta,Calama/Ollagüe,Tara,0,0
Región de Antofagasta,Calama/Ollagüe,Tayu,0,0
Región de Antofagasta,Calama/Ollagüe,Tepa,0,0
Región de Antofagasta,Calama/Ollagüe,Tiaca,0,0
Región de Antofagasta,Calama/Ollagüe,Tineo,0,0
Región de Antofagasta,Calama/Ollagüe,Trevo,0,0
Región de Antofagasta,Calama/Ollagüe,Ulmo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Total,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Sin clasificar,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Alerce,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Algarrobo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Algarrobo del Norte,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Araucaria,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Arrayán,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Avellanillo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Avellano,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Belloto del Norte,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Belloto del Sur,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Boldo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Canelo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Carbonillo o Carbón,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Chañar,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Ciprés de La Cordillera,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Ciprés de Las Guaitecas,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Coigüe,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Coigüe de Chiloé,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Coigüe de Magallanes,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Culén,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Espino,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Fuinque,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Huala,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Hualo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Huayún,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Huella,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Huingán,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Laurel,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Lenga,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Leña Dura,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Lingue,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Lingue del Norte,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Litre,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Lleuque,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Luma,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Luma de Más Afuera,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Maitén,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Mañío de Hojas Cortas,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Mañío de Hojas Largas,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Mañío de Hojas Punzantes,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Mardoño,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Melí,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Molle,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Naranjillo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Notro,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Ñirre,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Olivillo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Palma Chilena,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Patagua,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Pelu,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Peumo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Picha-Picha,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Pimiento,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Pitra,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Polizón,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Queñoa,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Queñoa de Altura,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Queule,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Quillay,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Radal,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Rarán,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Raulí,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Roble,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Roble Blanco,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Ruil,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Sándalo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Sauce Amargo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Sauco,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Tamarugo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Tara,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Tayu,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Tepa,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Tiaca,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Tineo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Trevo,0,0
Región de Antofagasta,Mejillones/Sierra Gorda,Ulmo,0,0
Región de Antofagasta,Tocopilla/María Elena,Total,0,0
Región de Antofagasta,Tocopilla/María Elena,Sin clasificar,0,0
Región de Antofagasta,Tocopilla/María Elena,Alerce,0,0
Región de Antofagasta,Tocopilla/María Elena,Algarrobo,0,0
Región de Antofagasta,Tocopilla/María Elena,Algarrobo del Norte,0,0
Región de Antofagasta,Tocopilla/María Elena,Araucaria,0,0
Región de Antofagasta,Tocopilla/María Elena,Arrayán,0,0
Región de Antofagasta,Tocopilla/María Elena,Avellanillo,0,0
Región de Antofagasta,Tocopilla/María Elena,Avellano,0,0
Región de Antofagasta,Tocopilla/María Elena,Belloto del Norte,0,0
Región de Antofagasta,Tocopilla/María Elena,Belloto del Sur,0,0
Región de Antofagasta,Tocopilla/María Elena,Boldo,0,0
Región de Antofagasta,Tocopilla/María Elena,Canelo,0,0
Región de Antofagasta,Tocopilla/María Elena,Carbonillo o Carbón,0,0
Región de Antofagasta,Tocopilla/María Elena,Chañar,0,0
Región de Antofagasta,Tocopilla/María Elena,Ciprés de La Cordillera,0,0
Región de Antofagasta,Tocopilla/María Elena,Ciprés de Las Guaitecas,0,0
Región de Antofagasta,Tocopilla/María Elena,Coigüe,0,0
Región de Antofagasta,Tocopilla/María Elena,Coigüe de Chiloé,0,0
Región de Antofagasta,Tocopilla/María Elena,Coigüe de Magallanes,0,0
Región de Antofagasta,Tocopilla/María Elena,Culén,0,0
Región de Antofagasta,Tocopilla/María Elena,Espino,0,0
Región de Antofagasta,Tocopilla/María Elena,Fuinque,0,0
Región de Antofagasta,Tocopilla/María Elena,Huala,0,0
Región de Antofagasta,Tocopilla/María Elena,Hualo,0,0
Región de Antofagasta,Tocopilla/María Elena,Huayún,0,0
Región de Antofagasta,Tocopilla/María Elena,Huella,0,0
Región de Antofagasta,Tocopilla/María Elena,Huingán,0,0
Región de Antofagasta,Tocopilla/María Elena,Laurel,0,0
Región de Antofagasta,Tocopilla/María Elena,Lenga,0,0
Región de Antofagasta,Tocopilla/María Elena,Leña Dura,0,0
Región de Antofagasta,Tocopilla/María Elena,Lingue,0,0
Región de Antofagasta,Tocopilla/María Elena,Lingue del Norte,0,0
Región de Antofagasta,Tocopilla/María Elena,Litre,0,0
Región de Antofagasta,Tocopilla/María Elena,Lleuque,0,0
Región de Antofagasta,Tocopilla/María Elena,Luma,0,0
Región de Antofagasta,Tocopilla/María Elena,Luma de Más Afuera,0,0
Región de Antofagasta,Tocopilla/María Elena,Maitén,0,0
Región de Antofagasta,Tocopilla/María Elena,Mañío de Hojas Cortas,0,0
Región de Antofagasta,Tocopilla/María Elena,Mañío de Hojas Largas,0,0
Región de Antofagasta,Tocopilla/María Elena,Mañío de Hojas Punzantes,0,0
Región de Antofagasta,Tocopilla/María Elena,Mardoño,0,0
Región de Antofagasta,Tocopilla/María Elena,Melí,0,0
Región de Antofagasta,Tocopilla/María Elena,Molle,0,0
Región de Antofagasta,Tocopilla/María Elena,Naranjillo,0,0
Región de Antofagasta,Tocopilla/María Elena,Notro,0,0
Región de Antofagasta,Tocopilla/María Elena,Ñirre,0,0
Región de Antofagasta,Tocopilla/María Elena,Olivillo,0,0
Región de Antofagasta,Tocopilla/María Elena,Palma Chilena,0,0
Región de Antofagasta,Tocopilla/María Elena,Patagua,0,0
Región de Antofagasta,Tocopilla/María Elena,Pelu,0,0
Región de Antofagasta,Tocopilla/María Elena,Peumo,0,0
Región de Antofagasta,Tocopilla/María Elena,Picha-Picha,0,0
Región de Antofagasta,Tocopilla/María Elena,Pimiento,0,0
Región de Antofagasta,Tocopilla/María Elena,Pitra,0,0
Región de Antofagasta,Tocopilla/María Elena,Polizón,0,0
Región de Antofagasta,Tocopilla/María Elena,Queñoa,0,0
Región de Antofagasta,Tocopilla/María Elena,Queñoa de Altura,0,0
Región de Antofagasta,Tocopilla/María Elena,Queule,0,0
Región de Antofagasta,Tocopilla/María Elena,Quillay,0,0
Región de Antofagasta,Tocopilla/María Elena,Radal,0,0
Región de Antofagasta,Tocopilla/María Elena,Rarán,0,0
Región de Antofagasta,Tocopilla/María Elena,Raulí,0,0
Región de Antofagasta,Tocopilla/María Elena,Roble,0,0
Región de Antofagasta,Tocopilla/María Elena,Roble Blanco,0,0
Región de Antofagasta,Tocopilla/María Elena,Ruil,0,0
Región de Antofagasta,Tocopilla/María Elena,Sándalo,0,0
Región de Antofagasta,Tocopilla/María Elena,Sauce Amargo,0,0
Región de Antofagasta,Tocopilla/María Elena,Sauco,0,0
Región de Antofagasta,Tocopilla/María Elena,Tamarugo,0,0
Región de Antofagasta,Tocopilla/María Elena,Tara,0,0
Región de Antofagasta,Tocopilla/María Elena,Tayu,0,0
Región de Antofagasta,Tocopilla/María Elena,Tepa,0,0
Región de Antofagasta,Tocopilla/María Elena,Tiaca,0,0
Región de Antofagasta,Tocopilla/María Elena,Tineo,0,0
Región de Antofagasta,Tocopilla/María Elena,Trevo,0,0
Región de Antofagasta,Tocopilla/María Elena,Ulmo,0,0
Región de Atacama,Total Región,Total,47,444.495
Región de Atacama,Total Región,Sin clasificar,0,0
Región de Atacama,Total Región,Alerce,0,0
Región de Atacama,Total Región,Algarrobo,1,266.5
Región de Atacama,Total Región,Algarrobo del Norte,1,0.4
Región de Atacama,Total Región,Araucaria,0,0
Región de Atacama,Total Región,Arrayán,0,0
Región de Atacama,Total Región,Avellanillo,0,0
Región de Atacama,Total Región,Avellano,0,0
Región de Atacama,Total Región,Belloto del Norte,0,0
Región de Atacama,Total Región,Belloto del Sur,0,0
Región de Atacama,Total Región,Boldo,0,0
Región de Atacama,Total Región,Canelo,0,0
Región de Atacama,Total Región,Carbonillo o Carbón,0,0
Región de Atacama,Total Región,Chañar,3,100.3
Región de Atacama,Total Región,Ciprés de La Cordillera,0,0
Región de Atacama,Total Región,Ciprés de Las Guaitecas,0,0
Región de Atacama,Total Región,Coigüe,0,0
Región de Atacama,Total Región,Coigüe de Chiloé,0,0
Región de Atacama,Total Región,Coigüe de Magallanes,0,0
Región de Atacama,Total Región,Culén,0,0
Región de Atacama,Total Región,Espino,27,33.575
Región de Atacama,Total Región,Fuinque,0,0
Región de Atacama,Total Región,Huala,0,0
Región de Atacama,Total Región,Hualo,0,0
Región de Atacama,Total Región,Huayún,0,0
Región de Atacama,Total Región,Huella,0,0
Región de Atacama,Total Región,Huingán,0,0
Región de Atacama,Total Región,Laurel,0,0
Región de Atacama,Total Región,Lenga,0,0
Región de Atacama,Total Región,Leña Dura,0,0
Región de Atacama,Total Región,Lingue,0,0
Región de Atacama,Total Región,Lingue del Norte,0,0
Región de Atacama,Total Región,Litre,0,0
Región de Atacama,Total Región,Lleuque,0,0
Región de Atacama,Total Región,Luma,0,0
Región de Atacama,Total Región,Luma de Más Afuera,0,0
Región de Atacama,Total Región,Maitén,0,0
Región de Atacama,Total Región,Mañío de Hojas Cortas,0,0
Región de Atacama,Total Región,Mañío de Hojas Largas,0,0
Región de Atacama,Total Región,Mañío de Hojas Punzantes,0,0
Región de Atacama,Total Región,Mardoño,0,0
Región de Atacama,Total Región,Melí,0,0
Región de Atacama,Total Región,Molle,6,13.03
Región de Atacama,Total Región,Naranjillo,0,0
Región de Atacama,Total Región,Notro,0,0
Región de Atacama,Total Región,Ñirre,0,0
Región de Atacama,Total Región,Olivillo,1,1.5
Región de Atacama,Total Región,Palma Chilena,1,0.5
Región de Atacama,Total Región,Patagua,0,0
Región de Atacama,Total Región,Pelu,0,0
Región de Atacama,Total Región,Peumo,0,0
Región de Atacama,Total Región,Picha-Picha,0,0
Región de Atacama,Total Región,Pimiento,7,11.99
Región de Atacama,Total Región,Pitra,0,0
Región de Atacama,Total Región,Polizón,0,0
Región de Atacama,Total Región,Queñoa,0,0
Región de Atacama,Total Región,Queñoa de Altura,0,0
Región de Atacama,Total Región,Queule,0,0
Región de Atacama,Total Región,Quillay,0,0
Región de Atacama,Total Región,Radal,0,0
Región de Atacama,Total Región,Rarán,0,0
Región de Atacama,Total Región,Raulí,1,15
Región de Atacama,Total Región,Roble,0,0
Región de Atacama,Total Región,Roble Blanco,0,0
Región de Atacama,Total Región,Ruil,0,0
Región de Atacama,Total Región,Sándalo,0,0
Región de Atacama,Total Región,Sauce Amargo,2,1.7
Región de Atacama,Total Región,Sauco,0,0
Región de Atacama,Total Región,Tamarugo,0,0
Región de Atacama,Total Región,Tara,0,0
Región de Atacama,Total Región,Tayu,0,0
Región de Atacama,Total Región,Tepa,0,0
Región de Atacama,Total Región,Tiaca,0,0
Región de Atacama,Total Región,Tineo,0,0
Región de Atacama,Total Región,Trevo,0,0
Región de Atacama,Total Región,Ulmo,0,0
Región de Atacama,Tierra Amarilla,Total,1,266.5
Región de Atacama,Tierra Amarilla,Sin clasificar,0,0
Región de Atacama,Tierra Amarilla,Alerce,0,0
Región de Atacama,Tierra Amarilla,Algarrobo,1,266.5
Región de Atacama,Tierra Amarilla,Algarrobo del Norte,0,0
Región de Atacama,Tierra Amarilla,Araucaria,0,0
Región de Atacama,Tierra Amarilla,Arrayán,0,0
Región de Atacama,Tierra Amarilla,Avellanillo,0,0
Región de Atacama,Tierra Amarilla,Avellano,0,0
Región de Atacama,Tierra Amarilla,Belloto del Norte,0,0
Región de Atacama,Tierra Amarilla,Belloto del Sur,0,0
Región de Atacama,Tierra Amarilla,Boldo,0,0
Región de Atacama,Tierra Amarilla,Canelo,0,0
Región de Atacama,Tierra Amarilla,Carbonillo o Carbón,0,0
Región de Atacama,Tierra Amarilla,Chañar,0,0
Región de Atacama,Tierra Amarilla,Ciprés de La Cordillera,0,0
Región de Atacama,Tierra Amarilla,Ciprés de Las Guaitecas,0,0
Región de Atacama,Tierra Amarilla,Coigüe,0,0
Región de Atacama,Tierra Amarilla,Coigüe de Chiloé,0,0
Región de Atacama,Tierra Amarilla,Coigüe de Magallanes,0,0
Región de Atacama,Tierra Amarilla,Culén,0,0
Región de Atacama,Tierra Amarilla,Espino,0,0
Región de Atacama,Tierra Amarilla,Fuinque,0,0
Región de Atacama,Tierra Amarilla,Huala,0,0
Región de Atacama,Tierra Amarilla,Hualo,0,0
Región de Atacama,Tierra Amarilla,Huayún,0,0
Región de Atacama,Tierra Amarilla,Huella,0,0
Región de Atacama,Tierra Amarilla,Huingán,0,0
Región de Atacama,Tierra Amarilla,Laurel,0,0
Región de Atacama,Tierra Amarilla,Lenga,0,0
Región de Atacama,Tierra Amarilla,Leña Dura,0,0
Región de Atacama,Tierra Amarilla,Lingue,0,0
Región de Atacama,Tierra Amarilla,Lingue del Norte,0,0
Región de Atacama,Tierra Amarilla,Litre,0,0
Región de Atacama,Tierra Amarilla,Lleuque,0,0
Región de Atacama,Tierra Amarilla,Luma,0,0
Región de Atacama,Tierra Amarilla,Luma de Más Afuera,0,0
Región de Atacama,Tierra Amarilla,Maitén,0,0
Región de Atacama,Tierra Amarilla,Mañío de Hojas Cortas,0,0
Región de Atacama,Tierra Amarilla,Mañío de Hojas Largas,0,0
Región de Atacama,Tierra Amarilla,Mañío de Hojas Punzantes,0,0
Región de Atacama,Tierra Amarilla,Mardoño,0,0
Región de Atacama,Tierra Amarilla,Melí,0,0
Región de Atacama,Tierra Amarilla,Molle,0,0
Región de Atacama,Tierra Amarilla,Naranjillo,0,0
Región de Atacama,Tierra Amarilla,Notro,0,0
Región de Atacama,Tierra Amarilla,Ñirre,0,0
Región de Atacama,Tierra Amarilla,Olivillo,0,0
Región de Atacama,Tierra Amarilla,Palma Chilena,0,0
Región de Atacama,Tierra Amarilla,Patagua,0,0
Región de Atacama,Tierra Amarilla,Pelu,0,0
Región de Atacama,Tierra Amarilla,Peumo,0,0
Región de Atacama,Tierra Amarilla,Picha-Picha,0,0
Región de Atacama,Tierra Amarilla,Pimiento,0,0
Región de Atacama,Tierra Amarilla,Pitra,0,0
Región de Atacama,Tierra Amarilla,Polizón,0,0
Región de Atacama,Tierra Amarilla,Queñoa,0,0
Región de Atacama,Tierra Amarilla,Queñoa de Altura,0,0
Región de Atacama,Tierra Amarilla,Queule,0,0
Región de Atacama,Tierra Amarilla,Quillay,0,0
Región de Atacama,Tierra Amarilla,Radal,0,0
Región de Atacama,Tierra Amarilla,Rarán,0,0
Región de Atacama,Tierra Amarilla,Raulí,0,0
Región de Atacama,Tierra Amarilla,Roble,0,0
Región de Atacama,Tierra Amarilla,Roble Blanco,0,0
Región de Atacama,Tierra Amarilla,Ruil,0,0
Región de Atacama,Tierra Amarilla,Sándalo,0,0
Región de Atacama,Tierra Amarilla,Sauce Amargo,0,0
Región de Atacama,Tierra Amarilla,Sauco,0,0
Región de Atacama,Tierra Amarilla,Tamarugo,0,0
Región de Atacama,Tierra Amarilla,Tara,0,0
Región de Atacama,Tierra Amarilla,Tayu,0,0
Región de Atacama,Tierra Amarilla,Tepa,0,0
Región de Atacama,Tierra Amarilla,Tiaca,0,0
Región de Atacama,Tierra Amarilla,Tineo,0,0
Región de Atacama,Tierra Amarilla,Trevo,0,0
Región de Atacama,Tierra Amarilla,Ulmo,0,0
Región de Atacama,Copiapó/Caldera,Total,1,100
Región de Atacama,Copiapó/Caldera,Sin clasificar,0,0
Región de Atacama,Copiapó/Caldera,Alerce,0,0
Región de Atacama,Copiapó/Caldera,Algarrobo,0,0
Región de Atacama,Copiapó/Caldera,Algarrobo del Norte,0,0
Región de Atacama,Copiapó/Caldera,Araucaria,0,0
Región de Atacama,Copiapó/Caldera,Arrayán,0,0
Región de Atacama,Copiapó/Caldera,Avellanillo,0,0
Región de Atacama,Copiapó/Caldera,Avellano,0,0
Región de Atacama,Copiapó/Caldera,Belloto del Norte,0,0
Región de Atacama,Copiapó/Caldera,Belloto del Sur,0,0
Región de Atacama,Copiapó/Caldera,Boldo,0,0
Región de Atacama,Copiapó/Caldera,Canelo,0,0
Región de Atacama,Copiapó/Caldera,Carbonillo o Carbón,0,0
Región de Atacama,Copiapó/Caldera,Chañar,1,100
Región de Atacama,Copiapó/Caldera,Ciprés de La Cordillera,0,0
Región de Atacama,Copiapó/Caldera,Ciprés de Las Guaitecas,0,0
Región de Atacama,Copiapó/Caldera,Coigüe,0,0
Región de Atacama,Copiapó/Caldera,Coigüe de Chiloé,0,0
Región de Atacama,Copiapó/Caldera,Coigüe de Magallanes,0,0
Región de Atacama,Copiapó/Caldera,Culén,0,0
Región de Atacama,Copiapó/Caldera,Espino,0,0
Región de Atacama,Copiapó/Caldera,Fuinque,0,0
Región de Atacama,Copiapó/Caldera,Huala,0,0
Región de Atacama,Copiapó/Caldera,Hualo,0,0
Región de Atacama,Copiapó/Caldera,Huayún,0,0
Región de Atacama,Copiapó/Caldera,Huella,0,0
Región de Atacama,Copiapó/Caldera,Huingán,0,0
Región de Atacama,Copiapó/Caldera,Laurel,0,0
Región de Atacama,Copiapó/Caldera,Lenga,0,0
Región de Atacama,Copiapó/Caldera,Leña Dura,0,0
Región de Atacama,Copiapó/Caldera,Lingue,0,0
Región de Atacama,Copiapó/Caldera,Lingue del Norte,0,0
Región de Atacama,Copiapó/Caldera,Litre,0,0
Región de Atacama,Copiapó/Caldera,Lleuque,0,0
Región de Atacama,Copiapó/Caldera,Luma,0,0
Región de Atacama,Copiapó/Caldera,Luma de Más Afuera,0,0
Región de Atacama,Copiapó/Caldera,Maitén,0,0
Región de Atacama,Copiapó/Caldera,Mañío de Hojas Cortas,0,0
Región de Atacama,Copiapó/Caldera,Mañío de Hojas Largas,0,0
Región de Atacama,Copiapó/Caldera,Mañío de Hojas Punzantes,0,0
Región de Atacama,Copiapó/Caldera,Mardoño,0,0
Región de Atacama,Copiapó/Caldera,Melí,0,0
Región de Atacama,Copiapó/Caldera,Molle,0,0
Región de Atacama,Copiapó/Caldera,Naranjillo,0,0
Región de Atacama,Copiapó/Caldera,Notro,0,0
Región de Atacama,Copiapó/Caldera,Ñirre,0,0
Región de Atacama,Copiapó/Caldera,Olivillo,0,0
Región de Atacama,Copiapó/Caldera,Palma Chilena,0,0
Región de Atacama,Copiapó/Caldera,Patagua,0,0
Región de Atacama,Copiapó/Caldera,Pelu,0,0
Región de Atacama,Copiapó/Caldera,Peumo,0,0
Región de Atacama,Copiapó/Caldera,Picha-Picha,0,0
Región de Atacama,Copiapó/Caldera,Pimiento,0,0
Región de Atacama,Copiapó/Caldera,Pitra,0,0
Región de Atacama,Copiapó/Caldera,Polizón,0,0
Región de Atacama,Copiapó/Caldera,Queñoa,0,0
Región de Atacama,Copiapó/Caldera,Queñoa de Altura,0,0
Región de Atacama,Copiapó/Caldera,Queule,0,0
Región de Atacama,Copiapó/Caldera,Quillay,0,0
