total_nacional_region__,comuna_6_7_8__,categorias_de_uso_del_suelo__total__numero_de_upa,categorias_de_uso_del_suelo__total__superficie_ha,categorias_de_uso_del_suelo__cereales__numero_de_upa,categorias_de_uso_del_suelo__cereales__superficie_ha,categorias_de_uso_del_suelo__leguminosas_y_tuberculos__numero_de_upa,categorias_de_uso_del_suelo__leguminosas_y_tuberculos__superficie_ha,categorias_de_uso_del_suelo__cultivos_industriales__numero_de_upa,categorias_de_uso_del_suelo__cultivos_industriales__superficie_ha,categorias_de_uso_del_suelo__hortalizas_hongos_aromaticas_medicinales_y_condimentarias__numero_de_upa,categorias_de_uso_del_suelo__hortalizas_hongos_aromaticas_medicinales_y_condimentarias__superficie_ha,categorias_de_uso_del_suelo__frutales__numero_de_upa,categorias_de_uso_del_suelo__frutales__superficie_ha,categorias_de_uso_del_suelo__vides_para_vinificacion_y_uvas_pisqueras__numero_de_upa,categorias_de_uso_del_suelo__vides_para_vinificacion_y_uvas_pisqueras__superficie_ha,categorias_de_uso_del_suelo__flores_de_corte__numero_de_upa,categorias_de_uso_del_suelo__flores_de_corte__superficie_ha,categorias_de_uso_del_suelo__semilleros__numero_de_upa,categorias_de_uso_del_suelo__semilleros__superficie_ha,categorias_de_uso_del_suelo__viveros_y_cesped_alfombra__numero_de_upa,categorias_de_uso_del_suelo__viveros_y_cesped_alfombra__superficie_ha,categorias_de_uso_del_suelo__forrajeras__numero_de_upa,categorias_de_uso_del_suelo__forrajeras__superficie_ha,categorias_de_uso_del_suelo__plantaciones_forestales__numero_de_upa,categorias_de_uso_del_suelo__plantaciones_forestales__superficie_ha,categorias_de_uso_del_suelo__bosque_nativo__numero_de_upa,categorias_de_uso_del_suelo__bosque_nativo__superficie_ha,categorias_de_uso_del_suelo__praderas_mejoradas__numero_de_upa,categorias_de_uso_del_suelo__praderas_mejoradas__superficie_ha,categorias_de_uso_del_suelo__praderas_naturales__numero_de_upa,categorias_de_uso_del_suelo__praderas_naturales__superficie_ha,categorias_de_uso_del_suelo__terrenos_productivos_no_trabajados__numero_de_upa,categorias_de_uso_del_suelo__terrenos_productivos_no_trabajados__superficie_ha,categorias_de_uso_del_suelo__matorrales__numero_de_upa,categorias_de_uso_del_suelo__matorrales__superficie_ha,categorias_de_uso_del_suelo__terrenos_no_productivos__numero_de_upa,categorias_de_uso_del_suelo__terrenos_no_productivos__superficie_ha,categorias_de_uso_del_suelo__infraestructura__numero_de_upa,categorias_de_uso_del_suelo__infraestructura__superficie_ha
Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,777,432819.4289992598,12,112.5,93,71.777,1,0.125,188,39.692,65,35.259,0,0,4,5.509,3,27.4,3,1.25,199,9065.939087196,172,18366.74427723572,572,137791.0231402723,268,13809.2157692305,681,136188.1833602667,106,8340.428249674009,210,28097.971,237,77545.92199999999,592,3320.4901153846
Región de Aysén del General Carlos Ibáñez del Campo,Lago Verde,77,384565.6199999999,0,0,2,0.8,0,0,4,1.85,3,0.86,0,0,0,0,0,0,0,0,4,213.2,5,170,69,211980.95,37,1408.5,64,75676.34,10,673.89,40,13846.04,31,80515.51999999999,20,77.67
Región de Aysén del General Carlos Ibáñez del Campo,Aysén,245,1334765.973200017,3,27.602,11,7.024,0,0,24,7.3922,7,3.05,0,0,1,0.07,3,7,3,5.6,22,706.045912804,30,6117.433830124081,170,576567.7666753485,108,4910.4092307695,213,16441.74063973334,38,3287.848826622105,63,46417.24,71,680070.985,111,188.7648846154
Región de Aysén del General Carlos Ibáñez del Campo,Cisnes/Guaitecas,227,646547.1695,9,28.5,6,5.45,0,0,19,11.6545,15,9.7,0,0,0,0,1,0.25,1,0.24,10,98.5,5,21.7,184,437879.01,88,2351.19,199,10069.035,10,897.7,147,23875.16,50,171248.4,36,50.68
Región de Aysén del General Carlos Ibáñez del Campo,Cochrane,128,113282.1485,3,8,8,2.997,0,0,37,11.1465,23,8.352,0,0,0,0,5,18.04,0,0,19,1117.5,23,983,96,33464.413,27,539,104,25187.403,8,986.43,100,18157.434,78,32684.223,24,114.21
Región de Aysén del General Carlos Ibáñez del Campo,Tortel/O'Higgins,39,1851432.1873,0,0,4,0.562,0,0,16,0.5853,7,1.62,1,0.3,1,0.03,0,0,0,0,2,2.5,3,125,35,447283.074,2,312,30,6504.493,14,441.2,32,99607.156,33,1297112.551,26,41.116
Región de Aysén del General Carlos Ibáñez del Campo,Chile Chico,261,361668.672,4,6,45,22.63,0,0,78,28.16,72,252.205,4,2.82,4,0.632,0,0,1,0.01,82,443.53,17,1918.95,113,70188.71399999999,34,320.75,222,14739.984,38,3401.135,119,10708.456,139,259163.04,216,471.656
Región de Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,262,2311261.760000723,0,0,25,13.713,0,0,81,10.12,46,20.564,0,0,0,0,0,0,1,0.1,51,209.96,27,3152.852892640197,212,668052.8841843791,59,1287.973,230,23561.045,23,38381.71792370388,123,24703.565,127,1551497.044,166,370.221
Región de Magallanes y de la Antártica Chilena,Total Región,583,11503532.6638,13,82.25,108,39.712,3,0.308,159,28.2808,31,6.292,0,0,5,1.003,0,0,14,20.099,118,9800.39,12,9.664,230,3036385.168,74,12847.2,484,5220013.201,83,68496.928,226,473825.907,145,2676762.009,435,5214.252
Región de Magallanes y de la Antártica Chilena,Punta Arenas,174,460792.5580007789,3,8.25,56,22.026,1,0.25,80,15.289,16,4.560000000000001,0,0,5,1.003,0,0,11,17.34,12,399,4,3.125,61,129136.76558975,15,1559.7,99,90309.407816081,54,5773.80988718,32,12494.882431045,50,220712.22788718,118,334.9213895429
Región de Magallanes y de la Antártica Chilena,Laguna Blanca,32,275505.2300021587,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,6,1282.2063156278,1,4,16,26746.0360673765,6,582.0015760204,30,206395.4982270629,5,9936.93312102,9,24369.818877574,6,5985.79420702,11,198.9356104571
Región de Magallanes y de la Antártica Chilena,Río Verde,35,263110.08999921,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1233.8947368,0,0,24,87953.441374515,9,3624.122807,32,114200.092150565,6,15687.19836214,15,12158.85861405,11,27846.68195414,15,404.8
Región de Magallanes y de la Antártica Chilena,San Gregorio,26,597329.9999983354,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,7,418.8989475722,0,0,3,2729.2960976085,4,819.8756169796,26,483525.8926592941,3,23550,11,41335.321354881,9,43696.995322,14,1253.7
Región de Magallanes y de la Antártica Chilena,Cabo de Hornos,21,1762259.67,0,0,6,0.18,0,0,12,0.812,2,0.025,0,0,0,0,0,0,1,0.003,0,0,0,0,19,288055.627,0,0,15,952822.045,1,0.555,11,2945.92,10,518433.527,17,0.976
Región de Magallanes y de la Antártica Chilena,Porvenir,122,681196.4916014435,7,27.5,22,8.406,0,0,24,4.1456,2,0.03,0,0,0,0,0,0,0,0,52,3345.2573926851,5,2.036,19,14806.98458886,22,3419.790705015,120,553505.2282156447,7,1470.73,77,83975.87553572,24,20012.2722554,100,618.235308118788
Región de Magallanes y de la Antártica Chilena,Primavera,43,318130.9599985515,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,461.1306606777,0,0,1,185.59762425,14,1062.209294985,42,283830.661962651,2,442,17,18130.03687328,12,13545.0949152,24,472.7286675077768
Región de Magallanes y de la Antártica Chilena,Timaukel,23,623134.900000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,275.2719466372,0,0,21,260894.30878689,3,911,22,181650.9258217044,3,2843,6,12548.197591,14,163517.6628294,13,494.5330243734352
Región de Magallanes y de la Antártica Chilena,Natales,160,6024668.411199311,0,0,22,4.1,2,0.058,42,8.0142,11,1.677,0,0,0,0,0,0,2,2.75,27,282.410438495,2,0.503,77,2109620.92527535,4,669.5,145,2218493.092341144,11,3288.765821305,65,169773.93026166,21,1521274.583817508,135,1248.1010438495
Región de Magallanes y de la Antártica Chilena,Torres del Paine,28,497404.3530002059,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2102.319561505,0,0,20,116256.1855954,5,199,27,135280.3568058534,3,5503.935808355,18,96093.06546078999,12,141737.168812152,23,187.3209561505
