total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región Metropolitana de Santiago,San Pedro,Hortalizas,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ají,1,0.05,0.05,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ajo,1,0.01,0.01,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ajo chilote,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Albahaca,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Alcachofa,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Alcaparra,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Alcayota,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Apio,1,0.05,0.05,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Arveja Verde,1,0.4,0.4,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Berenjena,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Berro,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Betarraga,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Brócoli,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Bunching (consumo),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Caigua,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Camote,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Cebolla,8,0.88,0.88,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Chalota,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Choclo,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Choclo dulce (maíz dulce),1,0.01,0.01,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ciboultte,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Cilantro,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Coliflor,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Endibia,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Espárrago,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Espinaca,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Haba,2,0.35,0.35,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Huerta casera (princ. autoconsumo),5,0.45,0.45,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Lechuga,5,0.63,0.5,0.13,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Lufa,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Melón,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Orégano,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Pepino dulce,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Pepino ensalada,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Perejil,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Pimiento (incl. todos los tipos),2,0.15,0.15,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Poroto Granado,4,0.46,0.46,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Poroto Verde,2,0.22,0.22,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Puerro,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Repollo,1,0.2,0.2,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Rúcula,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ruibardo,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Sandía,2,0.35,0.35,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Tomate,18,5.159999999999999,5.06,0.1,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Tomate cherry (u otros mini),2,0.11,0.11,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Zanahoria,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Zapallo,6,1.51,1.51,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Zapallo Italiano,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Otras Hortalizas,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Anís,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Azafrán,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Cedrón,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Comino,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Eneldo,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Jengibre,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Lavanda,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Manzanilla,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Menta,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Romero,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Ruda,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Salvia,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Tomillo,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Semilleros,Total,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Semilleros,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Semilleros,Otras Semillas,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Total,3,2.15,2,0.15,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Estatice (Limonium spp.),1,1.5,1.5,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Lilium (Lilium spp.),1,0.15,0,0.15,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Rosa (Rosa spp.),1,0.5,0.5,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Total,56,494.4017149412,492.1451149412,2.2566,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Acelga,4,1.375,1.2,0.175,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ají,3,4.0473416721,3.9993416721,0.048,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ajo,11,92.8974973149,92.8974973149,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ajo chilote,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Albahaca,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Alcachofa,3,1.97,1.97,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Alcaparra,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Alcayota,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Apio,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Arveja Verde,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Berenjena,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Berro,1,0.068,0,0.068,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Betarraga,3,1.1579759984,1.1579759984,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Brócoli,3,7.8774851876,7.8774851876,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Bunching (consumo),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Caigua,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Camote,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Cebolla,14,154.9013593007,154.9013593007,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Cebollín (incl. baby y otros),3,6,6,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Chalota,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Choclo,7,23,23,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Choclo dulce (maíz dulce),3,2,2,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ciboultte,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Cilantro,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Coliflor,1,1,1,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Endibia,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Espárrago,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Espinaca,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Haba,4,13,13,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Huerta casera (princ. autoconsumo),9,1.995,1.915,0.08,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Lechuga,8,1.0716,0.5,0.5716,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Lufa,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Melón,3,3.5,3.5,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Orégano,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Pepino dulce,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Pepino ensalada,3,3,3,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Perejil,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Pimiento (incl. todos los tipos),7,11.398,10.85,0.548,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Poroto Granado,11,37.95,37.95,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Poroto Verde,10,28.8761685318,28.8761685318,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Puerro,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Repollo,1,0.6051054962,0.6051054962,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Rúcula,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ruibardo,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Sandía,1,0.5,0.5,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Tomate,11,17.132,17.132,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Tomate cherry (u otros mini),1,0.7,0,0.7,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Zanahoria,3,4.7055231952,4.7055231952,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Zapallo,9,67.5,67.5,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Zapallo Italiano,3,5.2,5.2,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Otras Hortalizas,1,0.9076582443,0.9076582443,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Anís,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Azafrán,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Cedrón,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Comino,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Eneldo,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Jengibre,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Lavanda,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Manzanilla,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Menta,1,0.066,0,0.066,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Romero,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Ruda,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Salvia,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Tomillo,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Semilleros,Total,16,339.8843104589,338.8843104589,1,0
Región Metropolitana de Santiago,Talagante,Semilleros,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",12,228.176918205,228.176918205,0,0
Región Metropolitana de Santiago,Talagante,Semilleros,Semillas de Cultivos Industriales,6,46.1947855991,45.1947855991,1,0
Región Metropolitana de Santiago,Talagante,Semilleros,Semillas de Hortalizas,8,64.5126066548,64.5126066548,0,0
Región Metropolitana de Santiago,Talagante,Semilleros,Otras Semillas,1,1,1,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Total,2,2.1,2.1,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Leucadendro (Leucadendron spp.),1,1.5,1.5,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Flores de corte,Otras flores de corte o follaje de corte,1,0.6,0.6,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Total,106,1169.3927317841,1166.0927317841,0.8,2.5
Región Metropolitana de Santiago,El Monte,Hortalizas,Sin Clasificar,2,2.5,0,0,2.5
Región Metropolitana de Santiago,El Monte,Hortalizas,Acelga,2,1.5,1.5,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Ají,3,2.5006583279,2.5006583279,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Ajo,47,298.3966170693,298.3966170693,0,0
