total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región Metropolitana de Santiago,El Monte,Hortalizas,Ajo chilote,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Albahaca,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Alcachofa,3,1.5,1.5,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Alcaparra,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Alcayota,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Apio,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Arveja Verde,2,3,3,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Berenjena,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Berro,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Betarraga,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Brócoli,3,5.2225148124,5.2225148124,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Bunching (consumo),3,1.3,1.3,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Caigua,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Camote,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Cebolla,70,459.5162858691,459.2162858691,0.3,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Chalota,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Choclo,6,45,45,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Choclo dulce (maíz dulce),1,4.9,4.9,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Ciboultte,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Cilantro,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Coliflor,3,8.4,8.4,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Endibia,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Espárrago,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Espinaca,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Haba,10,51.85,51.85,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Huerta casera (princ. autoconsumo),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Lechuga,5,9.1,8.9,0.2,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Lufa,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Melón,3,1.5,1.5,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Orégano,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Pepino dulce,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Pepino ensalada,3,2.3,2.3,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Perejil,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Pimiento (incl. todos los tipos),3,8,8,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Poroto Granado,22,151.3,151.3,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Poroto Verde,13,71.8638314682,71.8638314682,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Puerro,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Repollo,1,0.3948945038,0.3948945038,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Rúcula,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Ruibardo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Sandía,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Tomate,9,18.2555879777,17.9555879777,0.3,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Zanahoria,3,15.5,15.5,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Zapallo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Zapallo Italiano,3,4,4,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Otras Hortalizas,2,1.5923417557,1.5923417557,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Anís,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Azafrán,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Cedrón,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Comino,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Eneldo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Jengibre,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Lavanda,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Manzanilla,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Menta,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Romero,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Ruda,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Salvia,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Tomillo,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Semilleros,Total,7,69.91,65.91,4,0
Región Metropolitana de Santiago,El Monte,Semilleros,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,El Monte,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",3,13.054,13.054,0,0
Región Metropolitana de Santiago,El Monte,Semilleros,Semillas de Cultivos Industriales,3,15.1,15.1,0,0
Región Metropolitana de Santiago,El Monte,Semilleros,Semillas de Hortalizas,5,41.756,37.756,4,0
Región Metropolitana de Santiago,El Monte,Semilleros,Otras Semillas,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Total,6,2.55,0.5,2.05,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Astromelia (Alstroemeria spp.),1,0.05,0,0.05,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Clavel (Dianthus caryophyllus),1,0.5,0,0.5,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Estatice (Limonium spp.),1,0.5,0.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Lilium (Lilium spp.),2,0.7,0,0.7,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Lirios (Iris spp.),1,0.35,0,0.35,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Lisianto (Lisianthus spp.),2,0.45,0,0.45,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Total,78,243.953,239.903,3.883,0.167
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Sin Clasificar,1,0.167,0,0,0.167
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Acelga,3,0.128,0.128,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ají,3,0.063,0.063,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ajo,2,0.503,0.503,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ajo chilote,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Albahaca,2,0.0134,0.005,0.0084,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Alcachofa,13,22.67,22.67,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Alcaparra,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Alcayota,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Apio,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Arveja Verde,1,0.5,0.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Berenjena,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Berro,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Betarraga,2,1.003,1.003,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Brócoli,5,8.6,8.6,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Bunching (consumo),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Caigua,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Camote,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Cebolla,21,74.155,74.155,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Chalota,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Choclo,12,15.95,15.95,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Choclo dulce (maíz dulce),3,0.39,0.39,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ciboultte,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Cilantro,1,0.0016,0,0.0016,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Coliflor,7,5.555,5.555,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Endibia,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Espárrago,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Espinaca,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Haba,1,0.5,0.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Huerta casera (princ. autoconsumo),1,0.06,0.06,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Lechuga,10,3.351,3.051,0.3,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Lufa,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Melón,3,10.25,10.25,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Orégano,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Pepino dulce,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Pepino ensalada,1,0.0084,0,0.0084,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Perejil,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Pimiento (incl. todos los tipos),1,0.005,0.005,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Poroto Granado,4,8.64,8.64,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Poroto Verde,3,5,5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Puerro,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Repollo,2,0.6,0.6,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Rúcula,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ruibardo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Sandía,3,10.25,10.25,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Tomate,26,27.325,23.775,3.55,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Tomate cherry (u otros mini),1,0.0016,0,0.0016,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Zanahoria,3,1.8,1.8,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Zapallo,5,40.55,40.55,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Zapallo Italiano,2,0.9,0.9,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Otras Hortalizas,2,2,2,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Shiitake (Lentinula edodes),1,0.013,0,0.013,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Trufa Negra (Tuber melanosporum),3,1.5,1.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Anís,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Azafrán,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Cedrón,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Comino,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Eneldo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Jengibre,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Lavanda,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Manzanilla,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Menta,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Romero,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Ruda,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Salvia,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Tomillo,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Hortalizas,Otras Plantas Aromáticas y Medicinales,3,1.5,1.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Semilleros,Total,13,156.090663927,156.090663927,0,0
Región Metropolitana de Santiago,Isla de Maipo,Semilleros,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Isla de Maipo,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",7,100.9932705818,100.9932705818,0,0
Región Metropolitana de Santiago,Isla de Maipo,Semilleros,Semillas de Cultivos Industriales,3,7.5,7.5,0,0
Región Metropolitana de Santiago,Isla de Maipo,Semilleros,Semillas de Hortalizas,8,47.5973933452,47.5973933452,0,0
