0,1,2,3,4,5,6,7,8,9,10
total_nacional_región,"comuna6,_7",especie,total,total,total,total,total,total,total,total
total_nacional_región,"comuna6,_7",especie,"número_de_upa8,9",superficie_(ha),superficie_(ha),superficie_(ha),superficie_(ha),estado_desarrollo_(ha),estado_desarrollo_(ha),estado_desarrollo_(ha)
total_nacional_región,"comuna6,_7",especie,"número_de_upa8,9",superficie_(ha),en_riego,en_secano,sin_clasificar_10,en_formación_11,en_producción_12,sin_clasificar_10
región_de_arica_y_parinacota,general_lagos,berries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,avellano_europeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,castaño,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,cerezo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,chirimoyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,ciruelo_europeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,ciruelo_japonés,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,clementina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,damasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,duraznero_(consumo_fresco),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,duraznero_(tipo_conservero),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,granado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,higuera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,kiwi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,lima_(o_limón_sutil),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,limón_de_pica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,limonero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,mandarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,manzana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,membrillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,"moras,_murta_y_zarzaparrila",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,naranjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
